pathway	10WLC1B	10WLC2B	114DHH1B	114DHH2B	117DHH1B	117DHH2B	119DHH1B	119DHH2B	1WLC1B	1WLC2B	21WLH1B	21WLH2B	22WLH1B	22WLH2B	23WLH1B	23WLH2B	24WLH1B	24WLH2B	25WLH1B	25WLH2B	26WLH1B	26WLH2B	27WLH1B	28WLH1B	28WLH2B	29WLH1B	29WLH2B	2WLC1B	2WLC2B	30WLH1B	30WLH2B	31WHC1B	31WHC2B	32WHC1B	32WHC2B	33WHC1B	33WHC2B	34WHC1B	34WHC2B	35WHC1B	35WHC2B	36WHC1B	36WHC2B	37WHC1B	37WHC2B	38WHC1B	38WHC2B	39WHC1B	39WHC2B	3WLC1B	3WLC2B	40WHC1B	40WHC2B	4WLC1B	4WLC2B	51WHH1B	51WHH2B	52WHH1B	52WHH2B	53WHH1B	53WHH2B	54WHH1B	54WHH2B	55WHH1B	55WHH2B	56WHH1B	56WHH2B	57WHH1B	57WHH2B	58WHH1B	58WHH2B	59WHH1B	59WHH2B	5WLC1B	5WLC2B	60WHH1B	60WHH2B	61DLC1B	61DLC2B	62DLC1B	62DLC2B	63DLC1B	63DLC2B	64DLC1B	64DLC2B	65DLC1B	65DLC2B	66DLC1B	66DLC2B	67DLC1B	67DLC2B	68DLC1B	68DLC2B	69DLC1B	69DLC2B	6WLC1B	6WLC2B	70DLC1B	70DLC2B	7WLC1B	7WLC2B	81DLH1B	81DLH2B	82DLH1B	82DLH2B	83DLH1B	83DLH2B	84DLH1B	84DLH2B	85DLH1B	85DLH2B	86DLH1B	86DLH2B	87DLH1B	87DLH2B	88DLH1B	88DLH2B	89DLH1B	89DLH2B	8WLC1B	8WLC2B	90DLH1B	90DLH2B	96DHC1B	96DHC2B	97DHC1B	97DHC2B	98DHC1B	98DHC2B	9WLC1B	9WLC2B
BRANCHED-CHAIN-AA-SYN-PWY	34552.28125	21302.2943	18850.74232	10416.82168	17395.89489	17116.72757	16508.84029	20121.37151	25284.30443	10573.78134	18870.64611	15588.60321	32110.68332	40722.51272	23677.04361	16388.09662	30577.93183	57842.52899	41272.14107	41266.55831	32593.82339	28452.69028	43202.97047	13053.19215	23420.20281	18504.8695	28198.76313	22558.89469	29247.8633	24452.76288	24193.96309	16439.83395	28287.6996	40372.69402	46690.45106	22140.46225	30614.0432	39453.87907	34451.52131	42368.58093	38431.12619	22160.18194	28216.2336	35786.28171	30274.59179	48662.86267	51897.74137	47533.20465	44464.15836	28786.38156	38650.00115	27251.80352	17867.33068	34610.11571	32523.13371	11077.76957	9390.896436	56691.86438	24709.96862	27466.32038	20333.71755	18088.51474	15005.84488	18058.81982	6752.81338	57302.96595	29929.45806	34266.38187	17058.03035	44126.35374	42903.51075	43387.07909	28216.31512	4934.97427	9473.248891	41994.2594	28310.59653	53507.06263	56013.02314	100266.1506	26103.7241	16065.26658	14193.87738	10463.45986	5259.769564	26227.48349	17880.29918	89771.73777	52033.93211	14219.48041	9453.886916	21455.52029	22795.46594	42276.75552	42602.75627	18551.39387	16795.34141	21775.6737	18222.317	31403.11028	36678.75276	22985.25927	28747.63405	30949.25995	25248.36663	21070.84262	33360.07782	35861.47348	29658.81341	33673.6576	48696.9012	29114.03435	38408.33498	42307.22556	63004.62594	41212.30682	24.08385472	12981.01302	15298.3939	17688.22331	18371.28642	36741.93122	33991.76353	27359.9639	21011.89889	20152.05664	16832.14078	24646.10015	17138.12327	19548.80135	17911.52857
CALVIN-PWY	33674.11909	22242.11084	19596.94783	10695.12724	20599.68885	19191.59906	19297.15711	21647.17246	27538.71369	10393.91558	18754.34741	15407.57681	31651.12494	39565.61967	21962.7198	15006.92037	28342.0115	54306.99876	38480.03623	39062.07041	30916.40288	27134.47981	42497.94027	12507.6364	21427.8922	17012.89204	27374.8938	22937.8471	29833.02394	23342.62975	22618.70057	15632.00412	29014.06377	43061.45261	46107.41087	25216.73457	34423.98868	40455.77363	35507.28542	45940.36731	39875.18214	22047.27329	28842.5757	35648.65356	33091.98969	46299.24508	52118.82046	49440.08241	46475.96851	26436.17529	39140.34589	28599.47906	17940.61692	34440.89344	27980.82337	10728.67141	10358.02153	57637.92674	26977.69539	29257.76752	21331.74255	18034.36846	14809.92922	18423.56823	6737.421273	55723.58335	29179.22855	31265.07336	20949.3301	43779.70595	49503.4781	42212.89907	29560.55199	5469.997082	8260.628854	39078.76779	26930.30293	54948.61651	57532.96823	100656.9977	28273.89176	17543.34628	13967.61093	11233.50618	5527.186366	25868.47842	18858.83451	97375.37848	56263.88029	16048.04073	10749.34078	22336.82241	22410.26608	44917.94372	46112.54299	18805.94786	16035.21866	23061.4569	18839.21282	31567.66533	37504.26381	24844.5448	30540.10788	31029.89851	26216.74283	22185.25218	33764.44741	35686.84882	32526.2173	34350.46353	49537.42387	29964.83764	38000.78735	45186.91852	61170.99574	43115.08783	29.22509225	14206.62559	15912.13487	22111.73785	21704.78494	37642.39609	36255.84895	31769.83649	24865.95315	22453.08533	17900.78575	26618.89039	18737.22628	19151.03133	18080.57102
CARNMET-PWY	114.4390304	88.2712403	316.8614307	197.3395112	347.1265417	263.5842575	328.7345768	355.775673	240.605815	58.3166063	33.89936067	67.96738319	193.2060814	237.8978423	52.42084715	45.14036362	138.7379988	263.1665823	250.731252	179.7809747	122.4356948	256.5327323	105.8062236	57.44984462	23.94033295	50.918282	99.71578391	152.7315305	125.7261637	51.08623437	53.71207967	52.2804425	165.2128832	7.983474639	98.50296402	19.80549378	419.4049709	365.5809709	105.2441786	20.60122845	37.09319421	84.53617745	75.85225593	79.4718973	88.95428873	63.09154303	191.4748108	57.64520649	15.29737904	306.454616	168.2225329	88.18066672	55.52355535	249.7463973	265.0800389	61.12700269	26.32845677	189.2549326	154.7949063	69.48775665	136.9860067	33.16418396	154.819376	131.7726942	13.93023373	212.4389782	163.5201673	99.17596014	0	165.5235313	38.42822585	206.5089717	40.49951685	7.972999557	78.7942948	110.7569144	197.1404979	859.5554549	566.1795865	1796.782502	583.1427421	400.6349383	120.012344	171.3099394	120.3461681	252.3316631	439.6315815	2026.278748	1140.747073	247.7479769	324.7691742	314.0160624	362.1333756	571.7074528	797.606713	69.33403946	140.1010838	284.2104826	242.9299786	212.0655369	466.8943238	257.0421143	348.9810219	494.8202369	309.1829701	247.947623	349.7874328	297.1706794	352.0691659	734.9324473	294.5766775	430.7547082	407.4244179	384.1666414	564.5992842	661.5775231	0	182.713571	311.9861144	35.60978842	78.34935631	547.0798676	649.0441213	534.6301591	355.8678538	298.1780705	271.142367	235.7022991	214.4054643	107.8327865	121.6801428
CATECHOL-ORTHO-CLEAVAGE-PWY	6969.560257	5901.821966	2364.381557	1355.790731	3087.000714	3116.572779	2850.818798	5154.921673	3464.701122	832.7955235	3771.146168	1743.891282	1919.721678	4641.121606	2161.357808	1547.647267	2785.060163	4132.766566	3239.782735	3437.455994	3610.74714	2471.355811	1968.409277	1071.790029	3388.687061	1167.529277	2221.646502	1143.96013	2594.940448	2189.673376	2733.062513	1565.352757	1918.334398	1129.829942	2627.62544	588.8411228	2091.731397	5628.569109	3858.860292	1186.054579	1138.117969	2304.178978	2080.86623	2224.179402	1261.925701	2812.376927	3030.223718	1793.458623	1613.752453	2898.105203	4450.053372	1367.778597	1828.313869	2880.483011	4300.690588	737.0406484	453.6431002	3769.963623	1487.450386	1766.354167	2834.737532	1908.746887	838.8139346	1091.791793	611.9773053	6227.065021	3699.587846	1823.392189	217.9243186	3743.83587	1341.49074	3523.29465	3465.245816	1069.603766	1216.91216	3702.85647	1863.777705	8934.234312	10252.93807	12630.24298	4221.729523	2691.950384	1851.497444	1318.28861	1037.442261	4227.614559	1831.333905	17879.91848	10491.01791	2461.161817	2242.377886	5328.262657	4143.191207	5610.264025	7504.896223	1363.666302	2196.773995	4243.882357	3117.201453	4263.57015	3475.322394	3025.702848	4811.6747	4314.021584	3042.595316	3374.418897	5175.737115	5944.896361	5018.263932	7093.320062	11103.84787	3465.755213	5946.376049	9480.479175	9420.339855	3676.227898	0	1523.697698	2982.731126	1202.836533	1275.49421	5782.867116	5927.217627	4011.346632	4953.586723	3171.623562	2652.079648	3789.149249	3306.619859	1222.94167	1788.024143
CHLOROPHYLL-SYN	4724.492334	3592.45676	4202.48606	2556.243145	6153.676045	6166.520121	5579.636362	6328.262557	6331.37824	1936.932291	5080.325972	2575.226662	3865.848615	7400.17756	3757.201807	2178.980174	5000.852121	8566.978479	8683.498409	4421.706097	5095.704017	5665.857638	6445.827469	1855.070327	4443.202046	6253.686748	4428.712127	3521.709672	4425.803486	4042.836717	3752.844736	2271.892102	5447.385527	2657.895194	4889.894978	1372.536393	1739.248828	7565.572579	6043.86766	2027.195997	1975.382171	3101.319315	2762.596767	3438.998744	3151.129773	5776.153926	6455.649089	2947.856108	2816.354686	4647.751502	7790.326928	2577.194653	2568.253347	7038.916441	4830.479506	1018.273789	982.7169408	10633.89783	3990.400066	3038.338528	3838.157442	1821.251359	2068.003405	3182.840328	943.9431353	8687.406966	5389.691388	3673.716113	490.0634972	6635.374752	3725.982298	8801.335106	5050.607468	1589.462977	1258.776222	6019.82255	7001.937697	13450.16082	13981.04242	17323.15628	7568.123441	4731.108258	2656.887147	2842.603208	1500.431752	5434.579684	4298.029511	26229.54848	15968.10058	4430.063754	3248.855974	6431.93485	5561.293185	11585.89354	10625.26929	2288.35599	3162.360025	6382.034581	4880.753728	5088.992006	6187.819438	5864.907563	8315.633519	6400.058363	6721.6539	5698.6351	8039.18147	8983.274555	9186.999795	9034.171534	13884.1577	6191.038833	8683.005606	12503.04114	15347.30492	8503.174741	0	3952.719106	4617.592981	1091.394221	1821.936917	9429.21705	10332.24303	9789.20524	6711.550928	6343.744176	5348.365988	7221.812715	5948.367744	3108.939596	2624.050361
CITRULBIO-PWY	17924.76391	12327.97331	9852.452801	5533.427873	10574.41	9957.649412	9737.768093	10627.09926	13673.87325	5472.230836	8859.808964	8132.578851	16119.15866	19806.84411	11084.78189	7672.443906	14258.7789	27707.47182	18946.2424	20137.71152	15622.42537	14093.59646	21104.84598	6183.418211	12729.23307	8303.419705	13738.07901	11412.26639	14175.69183	12118.93734	11822.53295	7377.721724	15799.45432	17827.09212	22410.42222	8845.866976	12909.01621	18685.32733	15829.02891	17137.55563	16050.17255	10429.21891	13301.8919	15561.99149	13157.24214	20573.50566	23828.38439	19378.28933	20100.24458	13949.41199	19501.08427	13270.03801	7292.284099	18100.85428	15308.94346	5040.496204	4767.146534	25739.05721	16108.49339	14709.1532	10725.97396	8684.594484	6804.128753	8314.10908	3004.348432	24917.5362	14179.49164	14519.64669	7858.489824	21102.53864	19824.48187	21715.72192	13275.32668	2657.246045	4262.207873	19153.32607	14097.41167	27277.54548	28597.22558	50425.80289	15300.74083	9138.575431	7258.39317	6019.475082	2808.375933	12490.04393	9659.10256	48361.37922	27881.02635	8215.087275	5344.909849	10804.81831	11003.66658	23469.50412	22021.95434	10065.00054	8133.304556	11695.14231	9518.137701	15974.39525	18198.38417	12692.52452	15770.52201	15093.76715	13593.41341	11303.65633	16940.80278	18182.22393	16436.09642	17295.97002	24977.30755	15194.36098	19083.596	21476.32459	31222.32251	22867.74618	16.03916769	7600.873007	8056.497338	7586.032984	8749.598985	19357.41438	18925.31209	16761.44982	12766.84295	11685.65506	9296.805843	13633.38308	9314.609658	9353.816262	8388.365899
COA-PWY	26062.74551	17114.96007	14032.54993	7558.981431	12975.83121	12462.59573	12260.58733	14449.57823	20196.87393	8008.254435	13643.52325	11914.50212	23994.28675	30826.98421	17237.39606	11660.31607	22780.11387	44001.14027	30889.85747	31227.27595	23234.67093	21362.83558	32256.05585	9606.971688	16828.49737	14640.29947	21029.68231	16669.78635	21124.37503	17585.10899	17825.45747	12291.85731	23143.27235	30233.09851	34985.1579	15792.94762	22196.74325	28640.99019	26220.04646	31257.50681	28348.93256	16858.99443	20295.51256	27478.87501	22910.04515	36247.45139	38675.84999	35100.093	34015.10471	20098.59483	29300.30077	20634.57472	12781.44069	27482.24419	21941.75886	7930.059872	7008.03234	42353.82285	21051.14689	21773.09733	14916.22908	12939.2506	11101.265	13464.83596	5087.398638	45625.47773	23093.84233	25565.72381	12914.05845	32405.88742	32773.10818	32562.43075	20453.84625	3803.836475	6553.901796	31998.65189	21211.19251	38644.50648	39472.28311	77062.79821	20125.33992	11747.45747	9854.412225	7748.842377	3713.913739	18526.83895	12687.33331	65684.29499	37790.90514	10398.70538	7016.758581	15044.06887	15759.37189	30396.02178	30951.7046	13630.21389	12359.14718	15752.70269	12977.00384	23844.37194	28231.82742	16908.2011	20272.61553	21987.92326	17689.23735	15038.96054	23665.8083	24409.20205	21141.63544	23005.63215	34251.6602	21264.17553	27290.45892	30057.17595	44064.15946	28852.20887	24	9318.639629	10637.73908	13936.36614	14199.09984	26446.63539	24190.70794	20298.58211	15411.08483	15096.99173	11897.89855	18510.81797	12268.51216	15119.61724	14194.10892
COA-PWY-1	26756.19745	17430.19568	14615.33804	7963.494976	13965.94545	13177.41569	13083.96201	14967.71529	21002.44235	8273.439371	13920.83808	12208.85243	24625.31701	32070.83533	17837.3589	12172.00435	23655.02275	44682.70498	31864.03611	32645.76077	24096.74512	22155.649	33028.56972	9942.888932	17135.85026	14550.04412	21514.37843	16429.38743	20734.986	18116.96727	18388.72361	12579.73938	23603.36717	29375.66331	35856.37593	15708.15683	21701.84199	29736.96891	27160.72351	29795.71085	28307.54568	17285.46524	20332.54901	27799.31868	23286.76906	36593.77972	39360.22028	35338.52309	34021.14661	21002.4684	29399.35681	20642.96284	13029.89912	28398.4068	22349.79428	8141.265217	6921.286819	42746.71534	21410.49009	22355.56029	15356.38162	13069.50622	11388.69412	13766.47084	5251.056047	45363.93641	23397.73234	25707.09461	12957.0579	33199.58465	32374.47492	33838.60974	20717.31024	3951.649357	6744.673972	32594.56846	22249.9581	40653.77186	42287.95185	78506.24804	20570.3709	12412.04096	10458.52392	8071.405969	3859.12035	19514.65693	13496.72413	69096.90957	39786.65047	11150.25649	7359.879341	15561.19745	16511.83029	32525.51507	33096.71626	13619.1231	12739.90861	16492.05362	13610.88411	24485.08333	29094.82773	18215.50604	21404.49283	23305.93868	18811.4153	15857.04012	24953.66702	25758.73529	22536.171	24474.8886	36390.86926	22472.31989	28581.86173	32177.48623	46408.62552	31060.49433	24	10018.19835	11230.53536	14149.17846	14452.37616	27629.75014	25627.29037	21769.23447	16450.50899	15865.3619	12506.68543	19597.64953	12897.59248	15613.80239	14533.47941
COBALSYN-PWY	17005.43354	11987.81379	8977.808182	5223.679026	11590.61818	10898.25633	10623.21389	11303.29886	13086.63948	5398.121742	9875.646024	6992.045245	14395.71771	18323.80213	9586.307482	6595.043147	11965.33352	20178.05103	19635.65445	17629.10699	13820.18068	12009.14866	17894.65163	5283.583136	9378.764716	7232.931965	11312.33491	11051.60961	14485.6862	10299.78245	9963.642707	7058.134825	13578.68837	19894.98129	19105.61748	13138.84376	16881.21777	19153.03781	16761.62804	22329.79757	17305.54009	10100.47705	13923.94442	14550.30898	15943.14194	20060.8662	22783.51602	22003.79087	17234.17375	13136.11591	13398.95901	12304.68144	8820.16144	15556.23446	12443.27124	4494.424259	3890.475425	22605.58357	14611.50908	14478.18013	10011.39653	8401.689769	6444.749828	8506.126862	3030.061698	21080.27717	12000.90297	12579.15473	8714.420283	19334.27001	22722.7771	19267.23646	13593.6746	2633.69754	3654.1258	15942.88423	12751.19292	26907.80513	29082.71906	43281.11097	13727.81088	9163.333992	7157.928631	5589.601735	2643.461427	11969.97751	10338.52805	49371.50368	28522.54882	8584.626328	5829.817484	10622.40723	10370.87486	23365.56993	22246.30733	8702.578535	8140.467202	11853.75528	9197.293477	16366.17678	17609.02783	12441.96711	15548.17797	14456.61025	13306.29612	10743.26703	15874.87272	17979.35964	16725.66465	16760.32486	24112.96755	13803.42213	18043.14111	22691.00495	28809.19493	21433.63355	5.405405405	7560.749596	8237.642309	6185.804376	7332.596019	18644.72869	19793.43108	17974.49022	14013.33005	11925.6449	9543.144125	13566.3642	10317.77997	10955.81161	11390.41134
CODH-PWY	275.1666033	77.68102303	69.4949473	22.27018948	0	34.82676783	17.53276669	11.96998132	141.9414715	64.11852129	140.6113575	129.8351036	2927.07441	217.3222587	133.9121192	58.62808765	196.4191641	314.9734131	372.3823588	883.5302362	736.0681862	270.4497925	1714.979664	316.9879123	27.59834749	240.7670623	1697.242021	810.3553449	866.5568842	606.9814994	301.6472987	362.7459646	201.1284601	5603.983989	2492.653329	4642.162866	6326.951328	2277.733862	2016.62495	4604.82398	6273.808414	600.6488257	4068.151882	2383.316911	2868.061105	3461.490591	4026.135637	6722.148954	5755.889557	200.681744	50.30216316	3370.288789	1068.88981	254.106666	201.9947485	1142.155867	821.5221217	3022.751252	113.5907082	801.1037841	1090.945854	1110.680834	886.7477188	804.0811634	232.7479356	1317.159551	181.9041223	2303.057009	4235.495246	4124.19718	4329.854748	329.0103507	1538.129047	38.49510742	142.3867564	328.5171143	145.4018149	51.80360589	97.1956057	177.904903	21.85756629	12.17442979	16.8119665	12.38002742	0	44.41204328	5.045869401	101.8757803	42.27829779	6.451854892	0	188.9171068	50.5044711	20.97935565	63.88163681	655.8386949	36.23551255	12.77251785	17.54823495	35.55757508	109.3758215	8.714284295	35.82151657	71.67638733	13.94548837	22.96696699	114.1826666	32.67510912	35.52402524	7.992726049	65.42205405	39.42299916	58.21506444	23.9515922	178.4426959	137.9402504	0	10.3286258	0	59.21141085	48.32225002	69.97113435	27.92756976	25.51891983	15.91941202	48.59473886	40.23245208	3.998292504	3.196103244	59.2152232	133.6634869
COLANSYN-PWY	27096.56136	15600.28381	17068.74453	9269.980898	14832.1273	14999.54346	14641.43645	16413.3811	21129.12187	8586.895808	15433.54811	13085.07189	26933.98785	32529.3549	19876.42493	12467.17554	24475.56761	48604.02872	32968.05197	32505.50214	27761.92168	23594.87362	37425.78014	10562.55893	18869.09332	16178.15261	24358.6128	19100.60498	24756.45999	20445.93753	19224.2427	12371.11649	23234.46643	34647.02143	40025.80773	16698.53241	24344.73821	31806.41712	27595.40209	33620.21558	32492.63832	18107.54598	22988.58122	29163.22142	22404.03929	38334.46475	41276.67601	36542.05527	36070.6816	21169.43609	33571.87582	23423.06292	13255.89629	28505.4753	25346.48731	8918.013046	7411.708374	45726.71004	18494.54178	23825.54282	15192.51466	14107.29967	12095.27934	14634.53628	5254.625152	47078.01402	23408.29212	28544.87027	13349.97759	36043.16133	30471.6386	36299.85277	22298.35944	3812.937659	7378.319665	34600.01491	22538.16146	46959.41544	45378.19134	86696.17297	19084.34616	13666.46229	12043.45083	8364.242599	4255.326522	21076.85886	15662.60905	70401.06499	39921.89386	11148.68801	7651.219266	18303.62615	18500.49793	36034.03826	36835.106	14887.46379	13078.74494	18645.18662	15590.27903	21651.68112	28427.54562	19342.67951	25073.01036	24524.37388	20917.17781	17303.10069	27079.60322	30597.0533	24554.09253	26237.85881	38097.49583	24697.08127	31425.41934	33950.11212	52912.15518	28790.40849	24.56292387	10043.43758	12722.38595	7823.332518	9873.444242	29795.62772	27064.05626	23763.71739	15829.36077	17415.33796	14376.48084	21802.5355	15528.29202	14578.98955	11736.74893
COMPLETE-ARO-PWY	33882.3391	22512.42202	17539.72758	9595.208735	17374.67198	16535.07645	16248.23631	18561.35917	25320.08894	10036.98146	17625.29896	15077.12113	29498.48197	37677.84222	20829.18297	14298.63395	27560.33875	52385.44361	37912.66869	37159.07763	28630.70853	25891.83409	39494.24418	11699.99745	22532.56981	17126.25164	26025.62353	20349.18855	25791.99389	21811.91933	21996.78218	15174.5862	28533.54571	35829.82344	42594.55829	19015.62625	27203.0123	35656.76526	32067.75428	36386.65224	33745.8044	20679.04119	24959.22814	32668.56397	27749.27429	43953.68575	47329.60569	42534.33584	41704.71915	25374.89701	35352.93779	25028.47469	15796.46613	33255.21483	27508.32118	9729.404876	8743.565002	53919.21365	26158.69609	27004.89982	19229.38287	15959.15025	13416.40268	16333.83394	6140.047458	54086.25856	27871.96692	30387.77984	16562.48588	40222.17584	39407.87093	39491.22648	25958.15268	4863.029779	8169.966967	38595.8314	25962.50709	48410.40222	50020.96802	92051.93788	24938.06196	15010.62863	12553.89145	9796.547023	4803.475939	23101.22801	16084.19018	83275.55911	48251.40342	13619.61164	8995.569425	19288.47113	19864.44089	38574.07136	38807.22068	16885.61973	15550.3527	20005.4971	16370.54556	30946.66233	35019.64302	21308.6704	25799.25149	27287.99729	22523.87419	19122.88982	29628.44852	31755.89534	27305.33611	29635.79674	44266.73318	26097.61364	34121.84502	38624.04379	54850.3953	37743.76474	26.30268177	12307.43567	13844.47825	17723.51787	17973.69627	33208.02593	31161.12043	26777.88984	21240.09148	19684.88224	15595.75054	23116.0382	15786.98711	19064.74056	18602.50822
