"ASV","rho","Domain","Phylum","Class","Order","Family","Genus"
"b1e1ebdbf462b4bc72eb68c16fc3df9d",0.0274835594586621,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured"
"7967afb55261734ac5906effcdb2d54a",0.195432571531903,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","Subgroup_17","Subgroup_17"
"208a6f1f3116fd92fe50b50232b9762f",-0.00253045560233206,"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147"
"ec7086d0aab850d777e9c5cff82a9413",0.205092802149654,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"df2b6a5258bb4cf7571625f0655ff944",0.117333754759854,"Bacteria","Chloroflexi","TK10","TK10","TK10","TK10"
"c03944d7cbb68bc050b23677575e2475",0.222328640838231,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"1ca56edfbde800f8cdc513025ef6f4d7",0.0619258718237374,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"680912ac498442488b1644e36851a3b5",0.253434042505962,"Bacteria","","","","",""
"cfe03783ef021825f9106fe661dbe3e2",0.267011548238845,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20"
"361cd173a51ae0e5b27f6b1242907ef4",-0.430875790067615,"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae",""
"807e8786a2986dd4b42b5e5f247aefdf",0.0725815456259627,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"705b70d3e8a59d806d460bfe9809fe8c",0.114915961082699,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"44fd88539d1a7710ca81419a4c873cde",0.153994001999958,"Bacteria","Patescibacteria","","","",""
"77bdd59ef2ee78d814994fb3cff9bd73",-0.41017362196733,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"3f2c69f4096b15e53ed42806cbbebc8d",0.168934095278223,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"1bf6a5e881f12260eb278837cf4ddaa1",0.181492987444168,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus"
"68236e3f47140c3f51c6f3075b6a92de",0.190479439715855,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"169bb65e0f8e534aff2f28840df112bc",0.221880574497481,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",""
"ee74d418f35eab7dad8e455784be95c3",0.24382585366526,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","uncultured"
"95e83760c0cad47fa58f2baa83028d3c",-0.170384010557025,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"0b13af019fa726abb0c0feba93ee726a",0.122375644546114,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"07369292f8d71fc55822a6ec0a682070",0.37301901612258,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"87a57770c0bc7048329f7f7e5d86fde4",-0.144411250540262,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylopilaceae","Methylopila"
"781792009a977a03bccc9e99cc854963",-0.0244099671083721,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"49c019130961ef0ebd1936ec6e725656",0.236457017951251,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"54c79b49802814a427c227ea4709e40b",0.171655780034482,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7"
"ec3b87f9f17915c38cf92a2fbc4c9ecc",0.575147158016278,"Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter"
"253495e5dbe52368d8a45929fd287e62",0.0687440438633543,"Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae"
"3fee2b18321a28625fe7e0106d5aac79",-0.0205219207798624,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"851a998871820cde54f7b98ac023a796",0.269527358466003,"Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",""
"03daccd943088d8a571ef982c4c0d954",-0.0553425021673669,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"38a8e821c56981cd980a4502f0b03d30",-0.217281965670711,"Bacteria","Firmicutes","","","",""
"55a71ea3413cd19ba1c0f4d9313d9393",0.184779313366495,"Bacteria","","","","",""
"5bb72610385ce96f841247b218eb0262",-0.168354485511695,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",""
"807b6218718232f2d6716fa8830ba3ae",-0.105078884699726,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"af82f244da79cee4d0f96a463840c873",0.133148534013729,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"e50707da3ae5ef7a07c6e8e9e300e6a0",0.0435800687068299,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"51a5867b214c4715e6d2b7308ed657e2",0.457061787075991,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"9be80de0f9841667bf039c27d5d397d9",0.163265102232743,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"4e269cbdd41f328dabf501e891c0c3ce",0.126944522716992,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus"
"6074939dd440ce083764067859409cdf",-0.282174430352742,"Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured","uncultured"
"a712dc4886ee3c193a9ca99cefdc3958",0.464815508848505,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas"
"48ba4b058c185bc07067789e775a8244",-0.291656362224486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga"
"a934d058ee89fed12935234f067abec8",0.116896531697371,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"436d773ba8db03b1457844713f0fa85a",0.265552807942759,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"6ad312eb8e3ce28a61ada6bb9e01d0fe",0.137550814437104,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"ce378df73ee49ee4ca8af83238802a09",0.0405993603082471,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"f05e94dc7e216fa99a31819db66b59e1",0.268579746014189,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"0fe32e04dcf059b66587e102d4c3ff4a",0.00584122399061532,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",""
"7571e692cc2f9a334dc5455fb3271fb5",-0.206031962033375,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"1127edd9405257076ecc8e25ea3fa821",-0.0304245830038749,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"c0535c695e10fce2465488df7c8fd625",0.401155513752585,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"01405c6de6fe36a3938152361c0023ec",0.0440018113072186,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"e59ee7ba8501b038fe0a3e561c928d91",0.237089631851834,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"602f17234f136863fa1240ed63cbfd47",0.128066400798713,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae"
"c5a2fbcd8dcf9ce1d87509271ee2561a",0.176639859129457,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"51d0af81e8a0967838ac6d57c4571916",0.011755840159392,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"32da54ff4d9bc16a9051df643505345f",-0.258524181659713,"Bacteria","","","","",""
"a0fe253c96044b4072bcc08813e43c72",-0.138120701627292,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"a42362d7c82081e045df496f0dbff83f",-0.0320524376295394,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"4d3cb4b9cdd36da1dd5f9ae87ca6ecbb",-0.0358143037414035,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"42b283b617cd3ccd0ffaf80f2a8dbfe5",-0.155840526737986,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"6d8e518ac32bb956e5fdb7c67a45c0dc",-0.12619724410319,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","uncultured","uncultured"
"3035a4f5c77c0eb656dd31b6222484e0",0.300361997905303,"Bacteria","Armatimonadota","uncultured","uncultured","uncultured","uncultured"
"299e4edf27b4dd4b3505e119a5cda03e",-0.128959251101243,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",""
"3dcf5b9112ffbe8a883c50668f10006d",0.106968415093927,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",""
"2232c3b26cbc96448597a963c59a177a",-0.212784013575742,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"a91836a1f522cf08431f35454096f660",0.0586222214540261,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured"
"bbfa9f62baf3fa797523519287b8944e",0.0234227298633585,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Oscillatoria_SAG_1459-8"
"da7a62c6dc8af74861c3a40eba511f09",0.205539439841868,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"94f0651b754046d2be000135b86afbba",0.684907881356805,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"80436b4ee2aa7989c96688c8f6782743",0.0286082063930319,"Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Nodosilinea_PCC-7104"
"006e6a4a7c1ff60ecc5252f6d907a620",-0.237022560928155,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"984d5d4b61d390ff478667a2fdab28fe",0.214045424911708,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"ed3ba506a95812b07afe18db5ff63115",0.0294516915938093,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae",""
"04dc3e026118139444af391cbe521c39",0.332668802100074,"Bacteria","","","","",""
"4cb9dd4abaf2c603df2d284be62770de",-0.495125769752635,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia"
"e855fc6ab147e4be21c09ee2107c860d",0.457741616544033,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"b3bbd48661f8666db5298668cc8782c6",0.391554611008933,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"fc18a963ce25bf7bae61cba5a08ab7b7",0.209062128115367,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera"
"05dc9949ef5c48516a94f6599c0da388",-0.236812520407112,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured"
"3c0c505eadcddf8a579131f6435e8abb",0.11387495086655,"Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","uncultured"
"cd743a74b34e9cdb301bd24a9c9f4bb3",-0.145618644190712,"Bacteria","","","","",""
"cee647a8fe532367dcaa6c9401acc39b",0.116535310307821,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"cd2a5d19851fb772c028440096f4de33",0.0846109970125764,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"1de6aa6aee3873866f866f6b7e32c123",0.0708140232074535,"Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Nodosilinea_PCC-7104"
"04f97ba3b728787af65947771111dedd",0.125679294915826,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"5eab545a6d22a4a8f557fa5087eb822b",-0.142689579798169,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",""
"e1350e9dc1723ca9bf970bd9e3399d5e",0.268860907747781,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",""
"50b10aca5fc799bddd17a5b362c53ce7",-0.00701578704621243,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","wb1-P19"
"9e25241f2f20192ad435bb967d0edd35",-0.0728128812295514,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"24119b2fc07838abfc0c52d5336d5c4e",0.241002519129912,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"41386fd9977ae56e24ee7ead0f84525d",0.124979059838809,"Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria"
"d79a659532cc566b2634ca74d9fcc3c5",0.0267970459688073,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales"
"4146e0b2a5b1091b2a3bc868bec75cd3",-0.0670525922525752,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"7504ca31bf35453bad787aa0f226da60",0.199931795401556,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",""
"c481ba33b538e47c84914cb16758f31e",-0.187861578316566,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"9fcf58794d6d9e424d69fcc146530154",-0.035754655767889,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"d7b6a0ec6e2c8d8e8a965931ad5f305d",-0.0515300056993886,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"53972f28ffee33540c23a3334c07959e",0.283078879306664,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured"
"af2e46958d24fa0949fb14d3fbba2365",-0.0591969504261813,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"3d31ed58baa198a7220455806133fa39",-0.173271580006594,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","",""
"ccdfa7bf541777ef81112935f3a3a361",-0.147399038835843,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",""
"2e136fd4b28d4670f467d18c094b74de",0.408627916546698,"Bacteria","Proteobacteria","Gammaproteobacteria","","",""
"debee34a2024517f84c168e89f8ad97f",0.154638953475848,"Bacteria","Firmicutes","Clostridia","Clostridia","Gracilibacteraceae","Gracilibacteraceae"
"8906359e280598bf4062f7e0649e460f",0.179049271717952,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Anaerobacterium"
"059004eff6306b6a62a4fa8befb77094",0.129890604823336,"Bacteria","Myxococcota","Polyangia","VHS-B3-70","VHS-B3-70","VHS-B3-70"
"8df5761c57aee95bc89705378cb7a79b",0.253370319830552,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"42bb6bab6bd2db664603989b4cd03ff2",0.20601826120437,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"90e75b0cd4f1e84502a5a843d7d7d9c3",-0.463430156294473,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured"
"50f3c6924dba44b6890b9c33824471b6",-0.0690979314119771,"Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96"
"8dbb93c239e3d852b23f580e1632cf4f",-0.0354105699871636,"Bacteria","","","","",""
"1c0fd22f6533e94ca01d90a851ba5b76",-0.0165182518485565,"Bacteria","Armatimonadota","uncultured","uncultured","uncultured","uncultured"
"118475d37b5eae4faa73050907ecc7e5",0.0558233877822183,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"1ee83dc99cf3705ee914450a6e591e2b",-0.190668059493879,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"0b233be190e184d71a5ddeea95a7b2ab",-0.154217210875459,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"071601510cabc8698cc552aa2114ea9e",0.573082138291205,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"cf7aa7a33e13d2a15541311159fd1a2f",-0.413211008841621,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"dc529d4cb20842c499f67cae1ae51f6b",-0.100163867592311,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"246cff620ee03a58b9b85d1577487312",0.0965247805973958,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"cffc587ac516a235ad6da7cb2b8fe2d8",0.0698550307335108,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Symplocastrum_CPER-KK1"
"69b74c70b0a066035658c3584184a495",0.144083906361519,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"8e56662272d5be969a3c12fbe115aec0",0.00688223420676459,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"eef5f8f647fe3bc01b32663449bc2f7f",0.076036102714787,"Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"6833ade0fb29dc35180d5dcab9ac6409",0.177867867272321,"Bacteria","Proteobacteria","Gammaproteobacteria","","",""
"96cd4be0451abfb888f4108fc29339ab",-0.273437183915311,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"5df1efbb455d025f97b91f2959561e22",0.0613635483565525,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"df92992f08470c7aa007da918a1d8fb7",0.132347379835756,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured"
"fccd5b7afe391870624505cf6472e0b1",0.903446270695185,"Bacteria","Firmicutes","Negativicutes","uncultured","uncultured","uncultured"
"81ee3554c73928b00a7dc70e4bc37f3a",-0.109723366534454,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"d92c4fcdbf09c34c1ec2604fa0fc65f5",-0.0164185875878588,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","UA11","UA11","UA11"
"b9cbc375b85614cc17b62ae2490eb58f",0.0177161241238889,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20"
"94e2e3d93cdce385400cee8cfccff134",0.108091560776832,"Bacteria","Actinobacteriota","Thermoleophilia","uncultured","uncultured","uncultured"
"8bd6d6f6f34191532b477f69cfd79fec",0.00126522780116603,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured"
"820a67a5e3ca425c97559561c74e67a1",0.246016516893395,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Anaerosporomusa"
"9fbb7769aebf0fa469a88d1b23b1821d",0.00675332159408831,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"ef2a5785bb87e44ec118fea593b826f3",0.0925781800513434,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"fc8722d4eed1d9adbc57f097719420d6",0.208319629818101,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ef2eec3127e9529e430ada78bb6a18d2",0.224222033778372,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"779b9542f4e51df63099fecba5f30517",-0.266136436947453,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"5fada03c0bc053274bda72584bbfa67e",0.0202996992149107,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"40e2fce3dc736721212822bc65412fde",0.0813733964577181,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"cd201a2956750a8b66bdc5ec8ba0a493",0.139104767694865,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"58c0a8cf76f6b0cb40a42ccf770f67b0",0.203230456569564,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",""
"469e942cd7e12790da9c97dce9605d5c",0.296514409899849,"Bacteria","Firmicutes","Clostridia","Clostridia","Gracilibacteraceae",""
"eeb5061ea9fcc9fff41dee1f2bd6f055",0.147459050937764,"Bacteria","Chloroflexi","","","",""
"825c897b6caad2bd09f04d6e6ba5d015",0.0356846146882891,"Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","MVP-88","MVP-88"
"54f54a623acb50966059fe2fce80eba6",-0.102076835083525,"Bacteria","","","","",""
"95b1d012b583b72b6adc500144218616",0.360825707697515,"Bacteria","Armatimonadota","uncultured","uncultured","uncultured","uncultured"
"308ac2365c73a3ccbe10f4922e715302",0.14079173809642,"Bacteria","Bacteroidota","Bacteroidia","","",""
"8068e36fcacf35eb6f5945c1f4210146",-0.0982597976243112,"Bacteria","Chloroflexi","TK10","TK10","TK10","TK10"
"a5da537e65701decf925d6a9b81c9f63",-0.164582526934852,"Bacteria","Proteobacteria","Gammaproteobacteria","","",""
"79b5c9103b64749ae7c500fa4914bf57",0.121672740212133,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured"
"d8db5abf9a1b91aba9ca8b33ace83d3a",-0.00757624101753076,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","uncultured"
"086bc63bf251929f3f8f244cf7ddec4c",0.0221073001887845,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"04ec92885d1a999a94e9a245df2fb90a",0.388415931646641,"Bacteria","Bacteroidota","Bacteroidia","","",""
"cdc321bea0b481c4f15a18d7bbcd966f",-0.423872685609428,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"845b14e829979ff704d904e9cdd5b89c",0.326877674265787,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"0880a4032f36ff14aaafb67e65770bb8",-0.182125277817685,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"62aad96fc18c36bff55e827c03185914",0.301575835410773,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1"
"33c795c2b2821a9dc683d1d4c168500f",0.0126406526431719,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587"
"3ef0a1bd5e8227029fa90937dce19086",-0.0765462819705448,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"6f4c72a5b8e7a287954780d153961771",0.225957050805288,"Bacteria","Patescibacteria","Parcubacteria","","",""
"6cbc5709e1a01cfc3c7bf89b7b802149",0.0103470240609608,"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190"
"269fe3faa202c5781e330955b337a19c",0.188481242099484,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"b9d5f5e714c3b74bb7809bc60cf061a4",0.0551157075550139,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","",""
"269ee1f381bc29fb3ab3a52f4032944e",-0.138246336112056,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"e339cc3c031d991c9dbbe0660db4b6e2",-0.172119560074553,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured"
"93c26281c415e26fc1301fb6ac44c73f",0.131533388794458,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexaceae"
"be33a1a245e7bbf7c8f073bb3b09e5be",0.252926263286781,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria"
"e49a7d1f8bc0148647ab29c8d208e5a1",0.559488419704512,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"036272dd7edbbb8fa1ace4f4f2a83fd4",0.335798785744254,"Bacteria","Firmicutes","Clostridia","","",""
"218b83102bd0cd869eddc86efb156da1",0.392618398840101,"Bacteria","","","","",""
"2b1595f3fac4f5b99ec3cee0160f6bdd",0.110183187927207,"Bacteria","Patescibacteria","Parcubacteria","","",""
"02b6ed1e3655779a1adc259a2918e9b8",-0.0339855000317838,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8"
"50d86de70449e452c3c475d4f34f26ef",0.167080360187314,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Permianibacter"
"6c570f957fbbca164657042dd58e42d2",0.14916792723108,"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147"
"bf77c7f862219c2aeea7635e7ef091f1",-0.244116895687003,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256","IMCC26256"
"1b7e3a0b1cd312bc24e97fb199c1e7a2",0.273149513937388,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",""
"3e6ccb68c10abc336624c486cd8faa3f",0.0504889954832394,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
