"ASV","rho","Domain","Phylum","Class","Order","Family","Genus"
"5016fe2f4055a08510bc7ae658d794d4",0.0763660848987008,"Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108"
"b72832bd7136ab94b73ef3a2c8722ed2",0.20745020251819,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"0a0fb822a862796a3c317d7a32773988",0.681017472016846,"Bacteria","Firmicutes","Clostridia","Clostridia","Gracilibacteraceae",""
"e4ff4bae8b90d1d3c6ea1f76b61b1a76",-0.0809629789050484,"Bacteria","","","","",""
"7b4d177b554234beba84a74ef01095c5",0.0942336288868965,"Bacteria","Actinobacteriota","Acidimicrobiia","","",""
"b6ee5fa149fd2d7ec05aa1cbb9e105f7",-0.0421742600388677,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella"
"c5618225c27ab8c76c018da804d4a3f7",0.153780342485605,"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19"
"e6c112ce6b4f2810442374a04b1e3d44",0.0553185710843148,"Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96"
"efe10eaaad8dc4007b97df146d73b489",0.226475776408719,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium"
"71c1b0c0525dd3887b8d67c842f6faaf",-0.132985500806411,"Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","AKIW781"
"f97dcb4f29ed7b02e7779f59ebc60f58",-0.0553185710843148,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae"
"973ed3d368d5942dc26db71d86ef2076",0.266681285562641,"Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"d826264f4f45908d16bd02fba816a6de",0.133047587437525,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",""
"2708c3f0976fd0744c98b5f13bd4d25a",-0.0794059459318301,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",""
"2eb0ccf3a7b3ba90d990bf16757a11d4",0.171227495757803,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"8fe3ddc747661bf4b6ac112d5279b969",0.470675956862476,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"92c72915a033a92b17cda6050aa99ad6",0.106560297031539,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria"
"4a9093701cca1784648cc7870a5e4cb3",0.0637534230920883,"Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11"
"98e6b350b4ed99edd695156a4197ae4a",0.214044826151322,"Bacteria","Patescibacteria","Parcubacteria","","",""
"708c4ad4d2a32b8c06ddf48eb9ce0f24",0.157942603845559,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"6707ffd6822e7aec4605e5ddd9c5de86",-0.604047447849547,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"2d7337e6ba1ccc41bd852e93884aa52c",-0.175328866521798,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"3a56f797a018f6fa649958da3ef501b7",0.179845030075883,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia"
"e7eb1b5067532444a5503e007396db16",-0.401529075516384,"Bacteria","","","","",""
"dfbd2e52051aa23a5fac72a5ba2ba6a8",0.00211466129329766,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"63fc831391aa1dd3869e7bb5255dd164",0.215199945238412,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"f5b37a934144ce5682c0b987fa4f5715",0.141628046414907,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"5eeaf06d4d2579816f65cf04240b033d",0.716091153604958,"Bacteria","Firmicutes","Limnochordia","Limnochordia","Limnochordia","Hydrogenispora"
"20b982f2e86698725ebaae010a9a87b7",0.239374515813434,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"8756301b9539772c6e720d216d06a544",0.124752434130546,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8"
"0e540a60557a4420e97f720801af8e0e",-0.0414522509061234,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured"
"8d45dc1a1d992eb51feb361babe3c071",-0.175568421720929,"Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"28d650e99576b763622c543e38701034",-0.213047749079588,"Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria"
"7bf25520a505494c383424a1e8cf9247",0.155794174072474,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured"
"478b950e9c18d542c25081c4f4f637f8",0.192310888472239,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloronema"
"abf4c1be803f71d9d679089b1270c0ba",-0.0132848919122433,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"28cfbf7f14b9fe5104abc4384b9d3ff0",0.0364807349336205,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured"
"72d4a11d336b04e2f5a5875c90c55c32",0.687769249495443,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"e8ed2cab87aaf1425929b9b0206b4f29",0.2072702041679,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",""
"f859bd43c33aad09b3dea2a9a59b5ecb",0.450220782796396,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","uncultured"
"78d5de6a057aa046675c2df4391e14a3",-0.110597436018673,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","uncultured","uncultured"
"5d6a9dee917ab52f7cb0ef97932fbcf3",-0.0385367170138593,"Bacteria","Planctomycetota","","","",""
"963549b12ae6dd8044904806a0e9e2c1",0.468252299624323,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"3a87c0252ec14fdf86191e0fe373060a",0.0853325861453089,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"9da67c17405cb110969eb012de21acc0",-0.643318365220846,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured"
"ff694bf06e6c1408db8a4dd955a60686",0.0889876886820108,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family"
"484cdaa5079e830980cae892b2e28b5f",-0.51400757876504,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"2597e6f6404cad13b3494adee1202781",0.184934130270435,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"d8fd97ca433466f91c5cb43bee73c6e4",0.220760134389135,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured"
"8a528595f602843e256cacca916c5739",-0.135801117325154,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",""
"9f1d9330c9a7039036557cde3ce0d619",-0.368180415888997,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"e1beacdbe3f272c9a0c4982eaded5ead",0.329863019002438,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"e95ca0a460e7864c7f081d48d2ac7b3f",0.202647319486759,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"92a6f08cef51c33ca4175c53afc89b1d",0.0164479614151584,"Bacteria","Firmicutes","Clostridia","Clostridia","Gracilibacteraceae",""
"78a7f6a9ce08b68a1dd461d012da241f",0.153373725674682,"Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66"
"554eb7bf7e5c55ad4a01f64a140edc99",0.378112086955043,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"c0d02cac0a3067a0426ea46fa2d43160",0.203631385554333,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae",""
"231b253c47993193a548a379b0fb45a9",0.00777978753933115,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"415d711b5006b4895e4539d6c3c99573",-0.689786697276098,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"4b6e02ef74343e7dfee54b285354a796",0.241110897264437,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"f62b722ab5235f0eec2b9873f6d66670",0.315136925988741,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"095275dbb143b64efc057f828cc2342c",0.145372671176917,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"3037f325af8d884d27e0d4f561b60f4c",-0.211729911184581,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"4387d44845d9c496be8c3a1c9bece1ab",-0.0888471078152146,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"77c1e593c272270be16f67af16f770d3",0.353514909868143,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group"
"95a2d3655dcfd4b405118fe9570154e1",-0.259373124561856,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17"
"0457c12b3c3d63aaca04f618a5c2dc51",0.315483929394125,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"fd625d86a0218d8b65f3592d93ea1d52",0.308637280634508,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"cfd0cd17c85fc790b5bf730245653b50",0.171227495757803,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"98f972b467fa62b4be709d0ae08b1f32",0.0227880891277393,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus"
"966ad784a18ddbd1fe219f54374b8383",-0.257767082338179,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",""
"b51b36fbd662f4477a3ed1c763e0e3be",-0.0151827336139924,"Bacteria","Actinobacteriota","Actinobacteria","0319-7L14","0319-7L14","0319-7L14"
"586cf8efa4f21d98cf1d26fed8631312",-0.00325544130396276,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus"
"3442ea4ac49223d42050aa743346d389",0.0807637079744316,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"5dabbfeea817f104d9befdacebbab718",0.242629280393293,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"f60fb5c4a66303b8850be613696753cf",-0.334643658287144,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"0bbed3a4d5594d299815ec4bd1eb80a8",-0.0217925042768399,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"39db689eddf2a56590f6f6adc34d30bf",-0.476171943248315,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"b3bfe9aeeb137329947bfdf32f1c2424",0.0264292029576904,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"09a632badbda4f43d7afd620c723243a",-0.259761105980452,"Bacteria","Myxococcota","","","",""
"9dd8e0dc32cd1d49ece0a3fb26a689c2",-0.0995333241376325,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"a5a5c1061bbbcdffc6ee47de012b5b85",-0.185382286611286,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_13"
"5d3c3ffca37e157150187f4ae391f11c",0.439356303981624,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"521a72194868106356d17537f02c4551",-0.152739332269456,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Afifella"
"2afc38cc396937d7b4f9d0665fd3e6d3",-0.0843300472664311,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"9ef2f3423a340b03bfdd0c3c0d84e892",0.266918327767884,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas"
"57bd6e240f86b19c6c7ba2eb362268fa",-0.0636415861467945,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"54de5ee3e2317fce7a697da813bbf642",0.104831812269677,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"dea2d98033b35eabc83e4fa4a753d649",0.129907493392139,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"8e54e86b1abac77413be94d8cacf27ac",-0.112285848698511,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae"
"8964fb17b30e503dd01b1095ec05c135",-0.22075170392293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"2032977b461823041c780544a1959e24",-0.228183777350315,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","",""
"b6ba78b68fba75ff08c67e15331ebb22",-0.129085231638273,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"a0388ebdd9ac872da60f5576682f9399",-0.275666683138841,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured"
"5de5b1d136955d81605d82646a1ad05e",-0.375288314243957,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured"
"35b44d28e8a850123e7655936d190dab",0.0617622506151902,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"dc667ed11269e787424cd526c1eaa486",0.299753108350091,"Bacteria","Firmicutes","Clostridia","","",""
"251fe7c22793be214e4dd602759d6adc",0.0351051778445891,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"9f4e64ed1470fb9d5ac82e0d56509fb3",0.000636172909868996,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"185198573ec434dbb2765155d8744110",-0.297264619443069,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planomonospora"
"556306629c5795fe5dd31f5b45f1b382",0.222669867445987,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"b578fdc9b6de7d5ba49c91173d33a2ea",-0.325643887634451,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"605dae93dee127ba73fc2fecb54445db",-0.185395521770611,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"e883b81b543bf1151845443d2683c534",0.132497466955443,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"7d52d1291063a1493317e1905b01eecc",-0.00394465068471292,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans"
"4805f3757cc25320d353fc09326f15ed",0.221906898237842,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",""
"0a0e5b5b2f1ffdcbd82eff360ac6dad0",-0.0355678490517666,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"062eb4494ef53df412299f4a445737c2",-0.14938496601742,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","",""
"48c11f8b10f8cd7fb75900b082c0dac5",-0.207647156013063,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",""
"34da28d6850c8045113bd0a441830e9f",-0.711806424369855,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"af6e8a1111cf15e6e932e7b381d1272e",-0.014339248413215,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","uncultured","uncultured"
"4145bb76b28d205d2b43cad176a545bc",0.0906746590835655,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"5cae759790a4a292fab9dcad1b373a42",0.13149854099964,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"1816afbd12de182c3d9f053a7fd710f6",0.0735068880403176,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"14912462766b0a02ad33b1dc40b3e522",-0.0539111278291569,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"c093040b76633583a6d6b7607b889f4e",0.364495146494496,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","uncultured","uncultured"
"1626fd82e4c2935f204926ece260e333",0.127949785339198,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured"
"f671e0e74747129696036c5d80788d8f",0.0649127657860818,"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190"
"e8e5b83096f8b960b2d907ffbca42166",0.107684943965909,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"872e3063e102da5719eef6488b048a85",0.394462512565687,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","",""
"12585de8408080da7b8359fa9c1dd97b",0.129545268752722,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"b04670a43456139421fc386bb4f3449e",0.116535310307821,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",""
"bbf68d41005fa3fd523af38106e18583",0.346529679578874,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6"
"78c9c5f415ed618fe689c77f55286f00",0.215549773553769,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8"
"11511cec458aa54526ebc6de1f30c12b",0.36517698867224,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"99e756512a266c14c75600913bdc1368",0.198890785185407,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"c6810f6a61416008dc63ebe0d4a089cc",-0.534880988485716,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"bbd688d8317d2ae99bea547d45d93210",0.085213696264136,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",""
"9f1473b758ed02e8a9b199c2e929d00b",0.200045180178006,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured"
"23678b28b136e76b9d9b42b21937f648",-0.0162772065198138,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"58531837476cdd8d8a2152b048cf75c3",-0.12844909389264,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","Babeliaceae"
"6f6f2f0028153170cea3bf07fcd821c2",0.132845694285116,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae"
"b5d618715472d1c4cb7dfa4de547d6ab",-0.214158935022263,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"5ea423e0e540cc46f83a9174c9b5d2e4",-0.00166561850737417,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","",""
"79fc1adadb20e6b690d3474dbf611b22",0.105084197930179,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"e5dfc97e33682a3df2d6c30fca556a15",-0.0614699506258534,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7"
"4e683a518863132950c6da5bb6035db0",0.128434738149309,"Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"9358eec310213b6e17c854d3d450219e",-0.0403102289253354,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"22e12b9a13ff91501cc5bc7965fbe68f",0.135504829802096,"Bacteria","Chloroflexi","TK10","TK10","TK10","TK10"
"08891e0b1cab55f48301e9d48989e62c",0.333065435266868,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured"
"466eb5fa797874057d97d7174a8dfc74",-0.191471140576459,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"c406756a86b7394fd1e26932c0dfd758",-0.145105257351028,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","",""
"93834936da04f896bea30c89a591cb8d",0.132708338255637,"Bacteria","WS2","WS2","WS2","WS2","WS2"
"ed5b026cbe4b3afcf94276e184cdabfd",0.146473482072723,"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"17467a3ec1be0ed931f7a6cadad3084b",-0.014339248413215,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured"
"fca88ef32e62564bc319c0814367d70a",0.0618533847752925,"Bacteria","Firmicutes","Bacilli","","",""
"63bbdedcf31d32ee14bceb483d031244",-0.280508867534386,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon"
"86e5719dd807271c3b020c88e8adac73",0.311515225482209,"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190"
"e81cc3361a8f1bae1f173124adedd671",0.46579642613678,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured"
"ce438f4242d50fe57d2fb99d457fab2d",0.082927612351993,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae",""
"8cdac2ab22fbac3efeb8988554ea5531",0.0549654107433478,"Bacteria","","","","",""
"787012940dd1816b089202fbcb80612b",-0.218397917618426,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella"
"6d15aa498303c3f0823986f454c683b4",0.00109884411704645,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ea5130f1794b23592213939d99bb903a",-0.05052376139035,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"7abffcfbd8d842e22746c2a760e597b0",-0.0657215552272355,"Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"df669030c1fdb24a3f12ca56ac522c27",0.446540947464725,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"dee1eb54abec1aaf79454a587c444898",0.0294250953912246,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured"
"1edb10de379542aa37f1d199f3a3549d",-0.098862446333138,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",""
"5ebffdc7903870b95f06e8afee55cf8e",0.0445899375917269,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"e418359c5ba3f3fdf014011f4bca43b2",0.581729506127704,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira"
"a7225dfa967bea4d9c732e0d66c75973",0.245463994728132,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"9a60fb013cbfa36b3cdafe273bc7b2b4",0.0751045867990391,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","",""
"403ca22e6c6abcdc7c4cd2a9b200d3ec",0.118152679763994,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter"
"7389dc903454ec3e11200a9de6b428db",-0.205483849887686,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"4e6060518740972c0bc622af4a6165c1",0.0873007182804561,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"7d384cedfe1291d0fd171ab791ec979b",-0.246016516893395,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"074d4ed12892a76a6362dc4c5ae5fa1c",-0.0897280467230618,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"bd368c1ae616ba44774b884c263ef444",0.0294374555566653,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured"
"b26465db0582ac5bd6b8d27409ce9453",-0.0277636763088642,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured"
"ee97b464b6b7c176466f620712f4a8ec",0.0215560798385216,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"b9adc71ef1742661ab29486c507e00cd",0.130069663439492,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"b71b5df7fe0b729913043e0a2e1f37b6",0.238237381589325,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"d95ddce64b9ebb6e6b7958baabe23dfb",-0.184652968536842,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"6cb885254b85e09f10361da955914859",-0.27342231181243,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"a4ee655f74606570e558eee8a20d9463",0.0291997285317365,"Bacteria","","","","",""
"8b49021742e1c0f5c709abd85c96eed6",0.0142461963936483,"Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24"
"b371449939f64469b881fa247ae4bf50",-0.0320524376295394,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","",""
"040dc9d4171ea9216ea773dd175644b0",0.489643913552697,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woykebacteria","Candidatus_Woykebacteria","Candidatus_Woykebacteria"
