"SampleID","Observed","Shannon","Simpson","Pot","Intensity","Frequency","Composition","Replicate","Microbes"
"81DLH1F",58,2.74780977767556,0.882325555555556,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH2F",54,2.58168386060843,0.851058,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"82DLH1F",43,2.23893708677693,0.845972222222222,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH2F",43,2.42179122979257,0.858436888888889,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"83DLH1F",37,1.75797637204691,0.696569111111111,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH2F",36,2.1225533762566,0.722294666666667,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"84DLH1F",68,3.15077372581715,0.925973111111111,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH2F",42,2.54161642821352,0.862703555555556,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"85DLH1F",62,2.58504251753471,0.876255777777778,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH2F",48,2.3854683541445,0.828344444444444,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"86DLH1F",56,2.44128978907843,0.827146222222222,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH2F",64,2.87405911942313,0.895181111111111,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"87DLH1F",57,2.21631918267982,0.782834,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH2F",46,2.61733041213641,0.894255111111111,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"88DLH1F",40,2.16788087494437,0.814856,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH2F",47,2.48576864301629,0.851352,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"89DLH1F",57,2.20090757502999,0.813611555555556,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH2F",81,2.81847028008446,0.887924888888889,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"8WLC1F",47,2.4084698406306,0.855318666666667,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC2F",25,1.19933434763631,0.51446,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"90DLH1F",53,2.35541202602764,0.847054222222222,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH2F",52,2.74623823120425,0.899209333333333,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"96DHC1F",45,2.60113593682618,0.900973333333333,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC2F",28,1.43013230477338,0.557098666666667,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"97DHC1F",45,2.65593479450519,0.893053555555556,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC2F",40,2.51272510695114,0.88513,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"98DHC1F",50,2.53284254996435,0.876808,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC2F",40,2.44668958061952,0.848034,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"9WLC1F",59,2.87060799530346,0.910316444444444,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC2F",50,2.8911545121525,0.909794888888889,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
