"ASV","rho","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"5aec569cbee893a4d1449e36912424f7",0.451536892919223,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_sp"
"614523b2b947f178713286c752985848",-0.0890573052855233,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeriaceae_gen_Incertae_sedis","Teratosphaeriaceae_sp"
"c00b35fba5a0fc4006205d6130babe7f",-0.328545855388658,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Slopeiomyces","Slopeiomyces_cylindrosporus"
"b52ad1048b2bde9452e1cb57ad175d02",-0.261089008191147,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Neodevriesiaceae","Neodevriesia",""
"090c1374753ab9590e3c0c41b3a934fa",-0.0776709289049146,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Lentitheciaceae_gen_Incertae_sedis","Lentitheciaceae_sp"
"5382809cd1770322d5b9f2bad89e9ffc",-0.0612461010501151,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula",""
"5b68f075fda5c2094b49248055b1989d",-0.053912562772558,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_sp"
"67685e53add4cf07ba3e22f5decef899",-0.108458365855919,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Oliveoniaceae","Oliveonia","Oliveonia_sp"
"e399dc7c0823811b06f9eea10fa4ea6c",-0.0668534567219544,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_cladosporioides"
"0684981802791d3f2a83682811595e50",0.255970442403879,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_sp"
"67b7cba9ec78b33b6e85d2e2eb577eee",-0.178186248664216,"Fungi","","","","","",""
"feb1f0d07662c56d349c16dd3d1ccd36",-0.598129613576044,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotryaceae_gen_Incertae_sedis","Stachybotryaceae_sp"
"1e4911df12a62159e3c9977139b88f2e",-0.0586243763022981,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_acuminatum"
"5d03fef35191ba77df0603173eea9a5d",-0.172538389110026,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Zopfiella","Zopfiella_sp"
"4e3da7d45b285d4c594b426a326ec3c2",-0.260004313139619,"Fungi","","","","","",""
"64f7a8e07a9d3b31dbb4bda5ecb5d0c5",0.342872161991037,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_sp"
"e7f8fac1e0d99bf4a88927abe8d31497",-0.293956429907491,"Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"4ff65324323fb91d05cb8e01e47e521c",-0.102975484928235,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"128b67721af4dc3a9616b735737e3a59",0.274607767425966,"Fungi","Ascomycota","","","","",""
"36f6480fc4cf9530034ed25cc4bd106b",-0.122681300983897,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Bradymyces","Bradymyces_sp"
"a8bb7d5a46fc8c81c6eafffc0cf9b969",-0.1374711824326,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Cucurbitariaceae_gen_Incertae_sedis","Cucurbitariaceae_sp"
"b1c17a14ce89d6b9cd467d905c97f034",-0.139861481331328,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae"
"8a38ebb90c11ab13ffced9af9c587060",-0.114331029744674,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_oregonensis"
"e7abce2939f89d563e2d7f3c6d386619",-0.221485155637453,"Fungi","Ascomycota","Sordariomycetes","","","",""
"370cc30afd0dc5e065b424b7b37778ac",-0.112822154125146,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Polyphilus","Polyphilus_sp"
"9d8f4333012e91d1868aaf82ffb06cb7",0.0456278524444319,"Fungi","Ascomycota","","","","",""
"bde822c0b2735de137aaf34f9ecf3070",-0.0600280301219883,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Cephaliophora","Cephaliophora_sp"
"04c9118863faacd045a52c630d86f7c2",-0.390413479995878,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cistella","Cistella_grevillei"
"46058c679b4321db316a68e56b9eb377",0.369983046295539,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Ijuhya","Ijuhya_sp"
"e3ac9f3a8e9420c5646705867fdd9409",-0.761807345906707,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"2a30e8728dfab126ba7a20e5bdfca1e3",0.117768704597321,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Laburnicola","Laburnicola_nematophila"
"5531ff0740f2a66f234804d1e8344ecc",0.247466026659019,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Verruciconidia",""
"48312cd7faeaa5cea909f5edd3cc0642",-0.0960167320218221,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces","Gaeumannomyces_graminicola"
"150ec7aec130f31413bf7fe1f09648dc",-0.185742533733947,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Hemimycena","Hemimycena_subimmaculata"
"1ea94fbd14b49c19f066dcde504e249a",0.0728128812295514,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",""
"d15d18d842e9048eb7c3b25d0c01ff45",0.422134612065155,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp"
"29accfdd05fabce0f414542cd24846a4",-0.443792714117628,"Fungi","Chytridiomycota","Chytridiomycetes","Chytridiomycetes_ord_Incertae_sedis","Chytridiomycetes_fam_Incertae_sedis","Olpidiaster","Olpidiaster_brassicae"
"f9f6c496c6e4c8172335d6e8cf6e3a2a",-0.0794631422279593,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","Microdochium_trichocladiopsis"
"4e0797345d4149d7bc31cdce9749b6ba",-0.0402764183371186,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hypocreales_gen_Incertae_sedis","Hypocreales_sp"
"567c8b56b0a2bd49920f7a0977057ed2",0.0362902941455161,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",""
"f15e28028fe7cf965e7f290f5aef5f0e",-0.197584037762007,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Tetracladium","Tetracladium_sp"
"f3abf52d233baa58746965fd0402c9f9",-0.111344073553558,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Astrosphaeriellaceae","Pteridiospora","Pteridiospora_sp"
"5c8fa8a2695806a9a21fb156c4f763e6",-0.331402636360676,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Slopeiomyces","Slopeiomyces_cylindrosporus"
"a1cb0ccfe74f6d2223f074713c860b2b",-0.118087928108829,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Castanedomyces","Castanedomyces_australiensis"
"b9c60407645068e86dfa20788517ae7c",-0.101961167281731,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","","",""
"1518e9e2c7cae57cc9116b837b3e9189",0.0601071030076554,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"cb5909d3b052b49418699d3ef67f2829",-0.355622074700608,"Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Pezizomycotina_gen_Incertae_sedis","Pezizomycotina_sp"
"0ae06152a4a3559d0571fe2a74af6c5c",0.00921057871512884,"Fungi","Ascomycota","","","","",""
"543b4268552d394a172d4077a77866fa",-0.016100978904617,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_sp"
"28cba26fe9ec48581384edf8a84b5657",0.34350611191607,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","",""
"93486aaa09b89ad75bae758c2bad7156",-0.269274992025492,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","","",""
"3917bd0718e9b613dfc1484fe56d60c5",-0.104776904696372,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Tetracladium","Tetracladium_sp"
"8a028ac5b709601cedaa63cc2fbd61f6",-0.151924012789424,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_sp"
"60e7a7709e2d2fb0d8f1f55339330305",0.0886593700753791,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotryaceae_gen_Incertae_sedis","Stachybotryaceae_sp"
"8a93e1c00a5f231411d62b8c82d6ffaf",-0.122650090088462,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","Herpotrichia_australis"
"80da68e2c48536a6f261ec1ba7fcab0b",0.231747558913578,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia_sp"
"31784079a9e3f8c80ba971c0374d2a57",-0.374581904998525,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Pseudomassariosphaeria","Pseudomassariosphaeria_bromicola"
"bb3629dd0a057fc7f681fbd9b37c539b",-0.0643157465592732,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_livistonae"
"f0e7a828de05f103e1d9a98f56a3003b",-0.119915197424563,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neopyrenochaetaceae","Neopyrenochaeta","Neopyrenochaeta_acicola"
"ee71c73e5fbdc070fcc0552b11bc96d6",0.195281151667596,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","",""
"67843647ce735f988eca5a2e51f94f18",-0.134676470390784,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","",""
"5bc8cc40acb097968bfdab22d8c2b14b",0.693465557013925,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_alpha"
"694d99ce5dfa2f477767dcc695f256a8",0.181922485665764,"Fungi","","","","","",""
"5d467d7dc7b52d62bc39d7098d5b5d23",0.213007553977158,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_sp"
"cc7c53d8593c32757ae2ca15b00aeead",-0.152389659607109,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Extremus","Extremus_caricis"
"1f88d6a18f5c1e57993bae437d41b6b6",-0.0776613878926215,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Calyptella","Calyptella_sp"
"9076c57396fac6a40176be8654e171f6",0.0478677851441148,"Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"442da221701c863ba363e0bce2ac09e8",0.191394708483723,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia_sp"
"82c4a82e870a5888b4aca8cc81da59f8",-0.0743165626528781,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Calyptella","Calyptella_sp"
"9054c044674b543a5572eb5031ec8073",-0.129374436306995,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","Thelonectria_olida"
"e955e3c0c4a2fdff5f5d3e440582fc96",0.118386571575718,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","Apiosordaria_sp"
"80961bed4a38c83d1e5b14229eac080f",0.0587246213853317,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Delitschiaceae","Delitschiaceae_gen_Incertae_sedis","Delitschiaceae_sp"
"35e6eb6d0b32c0510632d6cdc3b558f7",0.47931720097197,"Fungi","Ascomycota","","","","",""
"172ba2bbd024b601190b462304496ca7",-0.105778204740945,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Neodevriesiaceae","Neodevriesia",""
"e0acdd1e1fe86981ec25a23758c5e034",-0.0752410828716913,"Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Dactylosporaceae","Sclerococcum","Sclerococcum_sp"
"bed2cf695e0745a2d243987352d4c931",-0.00868970421059796,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudomassarinaceae","Pseudomassarina","Pseudomassarina_clematidis"
"7c59a5be2e518ccd827b41a2d5582a5d",0.0932754051192957,"Fungi","","","","","",""
"17c49a8c00d942245599751cf95aa656",0.0990158887043862,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Podospora_sp"
"cc43d397d9d283877ce0412931052671",0.0469906312231926,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","Ramophialophora_sp"
"170b5433ef73662707469378a7a80aa5",-0.165205677154727,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_macrospinosa"
"d818af2cec5e8c1dd2dac6568b0ed0a0",-0.372747364384445,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea",""
"603073fe2c222278c2ae324440a0225a",0.214505938427646,"Fungi","Ascomycota","","","","",""
"a51f7ede57bcceca5dba8eb05aaa33ca",-0.067765617977799,"Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Pezizomycotina_gen_Incertae_sedis","Pezizomycotina_sp"
"a7373c2f8232e31781266ce7653b781a",-0.130891513161729,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Hemimycena","Hemimycena_subimmaculata"
"c11062005149aebcfc362fe52b95931a",0.035714229347222,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_schulzeri"
"95443b8cf3d248c438ab15b284953f2e",0.287145317954506,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia","Microdominikia_sp"
"933d61fa927fc349e6a5b098802c4029",-0.155631027314315,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Pseudomassariosphaeria","Pseudomassariosphaeria_bromicola"
"74b057e1fc0e7fd1a45efa6f21774c38",-0.362017314835231,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Petrakia","Petrakia_sp"
"00d0de59276249f2f484eb9ffb7ffdf4",0.154094388279033,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","",""
"77e203c5a9527cd5ce1ea61f7030a9a4",-0.0901123356163806,"Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","Archaeorhizomyces_sp"
"7935a2ffada1a3592b072c3c0a89f370",0.0844188105111335,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Ophioceraceae","Ophioceraceae_gen_Incertae_sedis","Ophioceraceae_sp"
"7c7ec146b25b96f5df301cc83c40e54b",-0.0362698636334262,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"e4fb85adbfa178844940462708845ff8",-0.208606880536133,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","","",""
"5900b064e3344e744df249f49619e9e5",-0.0822127692209971,"Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"9aef4a99bb6dee2029fe87faf2a29f6b",-0.0292989717356648,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Calyptella","Calyptella_sp"
"ee68369cb38a3a0cf72304258cc86964",-0.122977078578569,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","",""
"a3251050e6d0e3f1e9d71940eb42ed9b",0.0460927498959959,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_asiaticum"
"daf417f25433cd9a3ba03c059b6c50ed",0.264833342672494,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_sp"
"7521b7926ec0c8fb84fb4ab2e9b4bc36",-0.205325335999944,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"c495f1565f25368fea001ef041c3f5e7",-0.123359710613688,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria_sp"
"04bd1df4d343052035ad57fb9076834c",-0.134254727790395,"Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Subulicystidium","Subulicystidium_sp"
"8acbcb67744ea054976bb3e8c4dc8593",-0.20820026372521,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Octospora","Octospora_excipulata"
"3a71f3f5d62492c4956b235ed665909a",0.524804573259789,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","Apiosordaria_sp"
"3a3bbd046ceeda0609d2b218d4c0bf8e",-0.239460840303266,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_endoradicis"
"48b0a3e0ae380490b59cf57499072065",0.128911765099817,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",""
"f0dda0dc0db01c26c94bf07561f49bf9",-0.26231447057867,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae"
"d419a71d7ceb26e3f0229615f140b13e",0.253548280448494,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_sp"
"29bd8f570e76e6cd33d9ce8ac59973a6",-0.175093946674167,"Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix_sclerotialis"
"3cbb28c433bf902f5895178d5f408448",-0.137008511225423,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_tephrensis"
"8ae5412c6c9c7c841c1b8eaba6adc32a",-0.34609915541762,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_steppicola"
"a86f625956713e6642021f198178d505",0.220270256138787,"Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","Phomatospora_sp"
"3ebad4f5401bb3c6b6971580714c0653",-0.0892377090843509,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_terricola"
"233f04006d413801859dd16dea0d0101",-0.336505411777686,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_sp"
"251d115942192161fb4ef2948c61fbca",0.196180599614133,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_irregularis"
"55882885a67c97612d07b797ba8f732d",-0.0539127624163525,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_sp"
"5dca8cb0150bb472aa8acf417116c9da",-0.38810931720192,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Neodevriesiaceae","Neodevriesia",""
"bf15c418aef747c5c3cd5d83dd15757f",0.177723577457038,"Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","Phomatospora_sp"
"6561c5ab4df5d87e60d1f133b9fa2ffa",0.0349439374232256,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_sp"
"b9a01a9f66fb3bdb3a5a8c2ad6d707ef",-0.253733895108967,"Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"e744a2c3eccd5918c2b59907d5616197",-0.0856246224982389,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Arachniotus","Arachniotus_hebridensis"
"ddc4d1f86166bf6f108a16549f3abee6",-0.1110274063111,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys_chartarum"
"d97927577054486f77a513070c060b06",0.146957392769367,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","",""
"bb530de53ee70121f3b52d66e7d13b3a",-0.165195371668488,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotryaceae_gen_Incertae_sedis","Stachybotryaceae_sp"
"5d82f5502903b391032c26e62c29229d",-0.355281801743109,"Fungi","","","","","",""
"4375f11b7454291f6d6af6755e5e2d6f",0.00688223420676459,"Fungi","Ascomycota","","","","",""
"c279fc2bbeb868b5e86ace161cc6a995",0.14753428118871,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascales_fam_Incertae_sedis","Microascales_gen_Incertae_sedis","Microascales_sp"
"7c798d409e729c8700dda208448d074b",-0.0677234979505994,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_sp"
"8cdeb6bd30b78c458d2ccea25627efb2",-0.0159690375807324,"Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Pezizomycotina_gen_Incertae_sedis","Pezizomycotina_sp"
"df6d63563a4fc5aba2b23bb8aee26d75",-0.296514409899849,"Fungi","","","","","",""
"aaf8177452ac02643fe6dcea8ea0b50e",-0.157019040935848,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","Apiosordaria_sp"
"b329a1c657f420a0321bbf993cc85d90",-0.489689106117833,"Fungi","Basidiomycota","Agaricomycetes","","","",""
"24791019b7c30c273a530354d364c3f9",0.119423446343394,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","",""
"7e0b766d9af9089592cec50dac0c22cd",-0.0340205697646866,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cistella","Cistella_sp"
"b2c91493d55f5f469198bfdfe1769d27",-0.0947250081628449,"Fungi","","","","","",""
"977a994e42e12fa068d8afd94ab95b75",0.058354406005256,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"d3b28c6a4f733c6d6a589b68deb98aa3",0.42603666562841,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"432aecead33da94f257615f8dca56020",0.021687712836443,"Fungi","Basidiomycota","","","","",""
"176943bbe52a23780ee2d9c4d8c286fa",-0.1621084242148,"Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","Tremellodendropsidales_fam_Incertae_sedis","Tremellodendropsidales_gen_Incertae_sedis","Tremellodendropsidales_sp"
"3c14a8a1e28daa79d99e106ecb289442",0.625901200280299,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","Dactylella_sp"
"9da910fe87b7d2bafe616753a3ec50f0",0.177764409852818,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_sp"
"152bbbdc7636b4c63ab60e2a81b978cd",-0.231466397179985,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Tetracladium","Tetracladium_sp"
"f5b295bef456d116d7f373585c1ce2db",-0.136714892959329,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces_hansenii"
"64a6aa76b036f6b41f4762ec544d0c12",-0.0885803879478231,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Myrotheciomycetaceae","Emericellopsis","Emericellopsis_glabra"
"1dc2d83736af83336a8a59bc5e364d19",0.0638782665211123,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","",""
"b9b6c71602c58a57d8ef6b839e770730",-0.143251903265354,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Pseudomurilentithecium",""
"7857491224d6bb35d89fca8d08a6ff4f",0.0426295960488497,"Fungi","Ascomycota","","","","",""
"1f9ff87257b6e1cde9d81d339eb845c6",-0.288580072292266,"Fungi","","","","","",""
"f1d5025e645498cdd9689c39088ba7ce",0.195376746014368,"Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"6992e4a3f1a37640b34e1b15d18d8dd5",0.0178308543906994,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium_circinatum"
"9815323791c79fcc08cfdda32af84541",0.519008948294345,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora",""
"2da96fa8e2b00d62868bea1c39567a5b",0.142970741531761,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_anatolicum"
"3f1b79a73a1b616cfb4740a4cd957e69",-0.225469984186611,"Fungi","Ascomycota","Pezizomycetes","Pezizales","","",""
"a65084819d6500206b4ae6c48d85896c",0.0504889954832394,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiaceae_gen_Incertae_sedis","Sporormiaceae_sp"
"1d74a07d1fb7c5a0ded9f318acf73068",0.133166304839896,"Fungi","Ascomycota","Eurotiomycetes","","","",""
"52249ba3f8451f09cae609d83cf678ca",0.286396272281226,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_sp"
"c53263afb3997ba6928ad5b667b3965f",0.716234170709245,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_sp"
"cbf0dea86f3806fe30893fabbf752d9f",-0.155833890843616,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium","Sarocladium_sp"
"617606271c5e816fe9b87424f2a378dd",-0.326894713328698,"Fungi","Ascomycota","","","","",""
"d2a116fbbccd28eebf905857abcedd2e",-0.248552713152388,"Fungi","Ascomycota","","","","",""
"897458c8a9232fe02aac9ed939711c37",0.166027506502101,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella","Volvariella_neoparvula"
"89162567a5d2b62d3273c4431a503e81",0.0765158081827848,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",""
"879d8e13a34e0df07cba7cb97d591253",-0.279433765052369,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",""
"9da82406b70fa33268e9a982cbd0130b",-0.131891934279956,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",""
"da0c6c66535364430c9fafb61fac3152",0.268860907747781,"Fungi","","","","","",""
"ff39fcdfc257ddf2dc0bdd3275ed26aa",-0.104043187714029,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Radulomycetaceae","Radulomycetaceae_gen_Incertae_sedis","Radulomycetaceae_sp"
