"ASV","Indicator","stat","p.value","p_adj","Phylum","Class","Order","Family","Genus"
"5132d29bb773910d14ebb3883d620d46","High",0.431553552267523,0.002,0.02062100456621,"Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"77ec8782ccf2a786867978bf3237841d","High",0.426904357127746,0.001,0.0132823529411765,"Actinobacteriota","Acidimicrobiia","Microtrichales","",""
"38a42147f85bdd7a6ed301d1afae0879","High",0.42581531362632,0.004,0.0328436363636364,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured"
"113d300b4f80b66fc1722003d41fdd0a","High",0.42437917019769,0.002,0.02062100456621,"Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae"
"c93259c672eb2a5cce57364103e97b61","Low",0.423825511553338,0.003,0.0268809523809524,"Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria"
"f75daf92ac496da15c68bbc6fd537846","High",0.423659272868162,0.002,0.02062100456621,"Proteobacteria","Alphaproteobacteria","","",""
"fd98d75497ed66f56b4c564b9fb216d4","Low",0.423659272868162,0.002,0.02062100456621,"Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"e2f125324e196bcbd5e016fb1b180aad","Low",0.423508316414815,0.006,0.042873417721519,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"05587a2773cada77cf77c368a56ff40d","High",0.421902685666503,0.006,0.042873417721519,"Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96"
"516178b20d06d691b093f711632cdfc9","High",0.421405688324722,0.001,0.0132823529411765,"Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"1644f08f2baa6849958e101aa69a23d5","Low",0.419437924815578,0.002,0.02062100456621,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"c23ad842fb4c6901b96591dc62fec7bf","High",0.416025147168922,0.001,0.0132823529411765,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","uncultured"
"808ab2f5a5381b48d0bc13cf08f42558","High",0.416025147168922,0.001,0.0132823529411765,"Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"3dc1e0ff74227df4878d705fdd220aa0","High",0.416025147168922,0.001,0.0132823529411765,"Planctomycetota","Planctomycetes","uncultured","uncultured","uncultured"
"873145bf12da631695f0831b681eabec","High",0.416025147168922,0.001,0.0132823529411765,"Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group"
"43b98283b9febf5aeb95b851fb8ebae8","High",0.416025147168922,0.002,0.02062100456621,"Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",""
"a8f9ba3232540aef0db8738c404b28b4","High",0.416025147168922,0.003,0.0268809523809524,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"aa9b994c3af40aba408e806485f49bda","High",0.415121725587685,0.002,0.02062100456621,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus_Accumulibacter"
"f6c757fcbb09d03c054cecce73b00ed1","High",0.414458191894218,0.003,0.0268809523809524,"Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ba6f15a558c301d3f1fc07ef58a40eeb","High",0.414146920207879,0.004,0.0328436363636364,"Desulfobacterota","uncultured","uncultured","uncultured","uncultured"
"cdd57efd6046c3c9b414fc7932e3e34b","High",0.410982231744889,0.001,0.0132823529411765,"Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria"
"6a33c2c42b3254ac32e96d8c5717c964","Low",0.410087997507825,0.006,0.042873417721519,"Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45"
"b1451f4bd75d4b1264197489fd2e0c1b","High",0.408789375248,0.001,0.0132823529411765,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"fffea5433c4de26a8b7e01dd4938b74c","Low",0.408731138995087,0.005,0.0384013605442177,"Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured"
"5ca7e864693ac51bef1c4b6a708accbc","Low",0.408248290463863,0.001,0.0132823529411765,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"411ac274d98356409238626e017387e7","Low",0.408248290463863,0.006,0.042873417721519,"Proteobacteria","Alphaproteobacteria","","",""
"15cbf30d513287500a993ac302120cce","High",0.408100132850396,0.002,0.02062100456621,"Planctomycetota","","","",""
"e81cc3361a8f1bae1f173124adedd671","High",0.407753443869307,0.002,0.02062100456621,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured"
"177afed478e8700896f2a7283dbb90b1","High",0.407553302684811,0.007,0.0481890243902439,"Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"bf9cddcc44677c62d6b4f0415726048b","High",0.40693769866933,0.001,0.0132823529411765,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"024d1530bde785a3d09c57992d1c32d9","High",0.40686370922241,0.006,0.042873417721519,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",""
"aead0b66b21d50e668783890aa88da2e","High",0.405257420218724,0.003,0.0268809523809524,"Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",""
"7a8e465fa74d7d725813735913212afb","High",0.400079517833563,0.003,0.0268809523809524,"Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"89af71dfc934e483e6d301f00a1d1017","High",0.399037303056706,0.002,0.02062100456621,"Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured"
"18f7e0d6b50e4ac8bf32c497b0cecad7","High",0.396327829806086,0.006,0.042873417721519,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"3b6b910f6de24c3dcf1276057c817c51","High",0.395487365677156,0.006,0.042873417721519,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",""
"258261b7763605b2d2a02d5abc12eaf4","High",0.393331382091675,0.003,0.0268809523809524,"Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"a178fe1e046f8fb2de0e890d7cd48f22","High",0.393166825497467,0.004,0.0328436363636364,"Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria"
"8fe3ddc747661bf4b6ac112d5279b969","High",0.392232270276368,0.001,0.0132823529411765,"Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"83ca934611726af50182f1d148891ea6","High",0.392232270276368,0.001,0.0132823529411765,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"532820f9bd7e0ad81cdefadd288e7ec1","High",0.392232270276368,0.001,0.0132823529411765,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Anaerobacterium"
"8904bcb9f2fe074f01be88def947d8bd","High",0.392232270276368,0.001,0.0132823529411765,"Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
"4120d726348603c68541ff5570d53d37","High",0.392232270276368,0.001,0.0132823529411765,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",""
"c6b504e68f150864aed57f78a23d0255","High",0.392232270276368,0.001,0.0132823529411765,"Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
