"OTU","Sample","Abundance","Pot","Intensity","Frequency","Composition","Replicate","Microbes","Kingdom","Phylum"
"c06dca33c44e80a63c82e75b5be8cd86","81DLH1F",0.0871507676818525,"Pot-81","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","40WHC2F",0.0851988698109107,"Pot-40","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","90DLH2F",0.0786061049411452,"Pot-90","Dry","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","83DLH1F",0.0740452822854922,"Pot-83","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","37WHC1F",0.0724398224641203,"Pot-37","Wet","High","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","84DLH1F",0.0722331047992164,"Pot-84","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"29accfdd05fabce0f414542cd24846a4","33WHC2F",0.0694541526339201,"Pot-33","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","55WHH2F",0.0665073897099678,"Pot-55","Wet","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","53WHH1F",0.0649686066705259,"Pot-53","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","35WHC2F",0.0636008676789588,"Pot-35","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","36WHC2F",0.0621544174032369,"Pot-36","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","26WLH1F",0.0614273263609547,"Pot-26","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","62DLC1F",0.0610746430263247,"Pot-62","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","70DLC1F",0.0606947448784833,"Pot-70","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","58WHH1F",0.0591664697077129,"Pot-58","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","32WHC2F",0.0554936552151037,"Pot-32","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","9WLC1F",0.0528992878942014,"Pot-9","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","60WHH2F",0.0517987918960817,"Pot-60","Wet","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","25WLH2F",0.0508143760936869,"Pot-25","Wet","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","22WLH1F",0.0501943005181347,"Pot-22","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","81DLH2F",0.048637787364813,"Pot-81","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","63DLC1F",0.0483423397108223,"Pot-63","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","21WLH1F",0.0477013480815762,"Pot-21","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","6WLC1F",0.0475613042306656,"Pot-6","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","61DLC1F",0.0437539410074967,"Pot-61","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","31WHC2F",0.0430070399570313,"Pot-31","Wet","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","33WHC2F",0.039778865094999,"Pot-33","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","30WLH2F",0.0380164395414233,"Pot-30","Wet","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","53WHH1F",0.0354455181012602,"Pot-53","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","88DLH1F",0.0353604161506069,"Pot-88","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","29WLH1F",0.035025706940874,"Pot-29","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","28WLH2F",0.0348054787034191,"Pot-28","Wet","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","39WHC2F",0.0342075788687698,"Pot-39","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","97DHC1F",0.0340609511757883,"Pot-97","Dry","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","88DLH2F",0.0340309453537251,"Pot-88","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","67DLC2F",0.033897487824871,"Pot-67","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","58WHH1F",0.0337193728826912,"Pot-58","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","53WHH2F",0.0322521126240821,"Pot-53","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","29WLH1F",0.032133676092545,"Pot-29","Wet","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","69DLC2F",0.0300877748620034,"Pot-69","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","68DLC1F",0.0296927623891676,"Pot-68","Dry","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"29accfdd05fabce0f414542cd24846a4","57WHH1F",0.0281612368856985,"Pot-57","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","22WLH1F",0.0268062751871042,"Pot-22","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","32WHC2F",0.0261838440111421,"Pot-32","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","97DHC2F",0.0260174537150314,"Pot-97","Dry","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","27WLH1F",0.0259178165894394,"Pot-27","Wet","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","90DLH1F",0.0258808724832215,"Pot-90","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","81DLH1F",0.0252328215454317,"Pot-81","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","56WHH2F",0.0239984882842026,"Pot-56","Wet","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","7WLC2F",0.0238083525997344,"Pot-7","Wet","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","51WHH1F",0.0231204439125231,"Pot-51","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","57WHH1F",0.0229707344008835,"Pot-57","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","69DLC1F",0.0227865746863495,"Pot-69","Dry","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","98DHC2F",0.022334864565183,"Pot-98","Dry","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","22WLH2F",0.0221838797140744,"Pot-22","Wet","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","89DLH2F",0.0219491888891692,"Pot-89","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","55WHH1F",0.0218681318681319,"Pot-55","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","31WHC2F",0.0214651550900616,"Pot-31","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","114DHH2F",0.021154753082261,"Pot-114","Dry","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","27WLH1F",0.0205203930953715,"Pot-27","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","85DLH1F",0.0199139280125196,"Pot-85","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"29accfdd05fabce0f414542cd24846a4","5WLC1F",0.0197806149973026,"Pot-5","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","23WLH1F",0.0192462716646514,"Pot-23","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","29WLH2F",0.0186202686202686,"Pot-29","Wet","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","31WHC2F",0.0180890449061019,"Pot-31","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","30WLH2F",0.0175210902011681,"Pot-30","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","70DLC1F",0.0174322432879501,"Pot-70","Dry","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","51WHH2F",0.0166536704912554,"Pot-51","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","22WLH2F",0.0163777284802673,"Pot-22","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","65DLC1F",0.0148631824995554,"Pot-65","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","96DHC2F",0.0147109726548979,"Pot-96","Dry","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","65DLC2F",0.0146154264873986,"Pot-65","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","36WHC1F",0.0145676539939921,"Pot-36","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","7WLC1F",0.0145486111111111,"Pot-7","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","117DHH1F",0.0143708913010243,"Pot-117","Dry","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","89DLH1F",0.0142123453599922,"Pot-89","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","21WLH2F",0.0141980190562272,"Pot-21","Wet","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","1WLC1F",0.014166402368115,"Pot-1","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","9WLC1F",0.013903017972194,"Pot-9","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","68DLC1F",0.0131280500378033,"Pot-68","Dry","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","82DLH1F",0.013112966629365,"Pot-82","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","33WHC2F",0.012677130329796,"Pot-33","Wet","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","9WLC2F",0.0125847047434656,"Pot-9","Wet","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","39WHC2F",0.0124836662310995,"Pot-39","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","25WLH1F",0.012187426047172,"Pot-25","Wet","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","86DLH1F",0.0121829935355545,"Pot-86","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","117DHH2F",0.0118418858064157,"Pot-117","Dry","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","9WLC2F",0.0112939657954179,"Pot-9","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","10WLC2F",0.0111385153950195,"Pot-10","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","88DLH1F",0.0110849640822393,"Pot-88","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","83DLH1F",0.010786123797493,"Pot-83","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"29accfdd05fabce0f414542cd24846a4","6WLC2F",0.0106479520842156,"Pot-6","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","56WHH1F",0.0103817816476892,"Pot-56","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","34WHC1F",0.0100686908464413,"Pot-34","Wet","High","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","31WHC1F",0.00984313901748393,"Pot-31","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","83DLH2F",0.00960827790096083,"Pot-83","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","86DLH2F",0.0094028924633669,"Pot-86","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","56WHH1F",0.00937709310113865,"Pot-56","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","86DLH1F",0.00928228078899387,"Pot-86","Dry","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","36WHC2F",0.00926934926208446,"Pot-36","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","87DLH1F",0.00844471445929526,"Pot-87","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","119DHH1F",0.00826261723983921,"Pot-119","Dry","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","98DHC1F",0.00777478211800113,"Pot-98","Dry","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","62DLC1F",0.00764701901603844,"Pot-62","Dry","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","9WLC1F",0.00762970498474059,"Pot-9","Wet","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","96DHC2F",0.00761509172724126,"Pot-96","Dry","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","89DLH2F",0.00751822791835911,"Pot-89","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","8WLC1F",0.00737390620391309,"Pot-8","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","57WHH1F",0.00728879072335726,"Pot-57","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","83DLH2F",0.00714461690071446,"Pot-83","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","87DLH1F",0.00698663426488457,"Pot-87","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"29accfdd05fabce0f414542cd24846a4","32WHC1F",0.00683062577928766,"Pot-32","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","59WHH1F",0.00676258992805755,"Pot-59","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","90DLH2F",0.00661701137194919,"Pot-90","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","30WLH2F",0.00659744754488427,"Pot-30","Wet","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","66DLC2F",0.00649835345773875,"Pot-66","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","119DHH2F",0.00625325690463783,"Pot-119","Dry","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","70DLC2F",0.00617125224993572,"Pot-70","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","89DLH1F",0.006169449917633,"Pot-89","Dry","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","90DLH1F",0.0061241610738255,"Pot-90","Dry","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","69DLC1F",0.00552239339457411,"Pot-69","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","82DLH2F",0.00545927209705373,"Pot-82","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","10WLC2F",0.00541013604900947,"Pot-10","Wet","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","40WHC2F",0.0053715030893905,"Pot-40","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","52WHH1F",0.00534886799947041,"Pot-52","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","69DLC2F",0.00533888335897204,"Pot-69","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","57WHH2F",0.00532554543892802,"Pot-57","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","61DLC1F",0.00528970783997758,"Pot-61","Dry","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","37WHC1F",0.00521592639388344,"Pot-37","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"150ec7aec130f31413bf7fe1f09648dc","64DLC2F",0.00518551631649531,"Pot-64","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","67DLC2F",0.00515936158927624,"Pot-67","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","68DLC2F",0.00494182128577205,"Pot-68","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","34WHC2F",0.00494143159316732,"Pot-34","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","40WHC1F",0.00493260798960702,"Pot-40","Wet","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","83DLH1F",0.00476144203673112,"Pot-83","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","87DLH2F",0.00474808757583751,"Pot-87","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","52WHH1F",0.00468687938567457,"Pot-52","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","32WHC2F",0.00467347570411637,"Pot-32","Wet","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","39WHC1F",0.00466990446709719,"Pot-39","Wet","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","68DLC2F",0.00462734174940474,"Pot-68","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","35WHC2F",0.00453362255965293,"Pot-35","Wet","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","114DHH1F",0.00452469904524699,"Pot-114","Dry","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","2WLC1F",0.00442739079102716,"Pot-2","Wet","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","84DLH1F",0.00440744368266406,"Pot-84","Dry","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","37WHC2F",0.00429851077400926,"Pot-37","Wet","High","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","85DLH2F",0.00427916454406521,"Pot-85","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","65DLC1F",0.00416677252978988,"Pot-65","Dry","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","54WHH2F",0.0041337039412729,"Pot-54","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","55WHH1F",0.00406593406593407,"Pot-55","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","24WLH1F",0.00387197344932492,"Pot-24","Wet","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","2WLC1F",0.0038370720188902,"Pot-2","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","96DHC1F",0.00381468654319129,"Pot-96","Dry","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","35WHC1F",0.00379258484273851,"Pot-35","Wet","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","86DLH2F",0.00377070306906592,"Pot-86","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","40WHC1F",0.00367408249431634,"Pot-40","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","90DLH2F",0.00365764447695684,"Pot-90","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","57WHH2F",0.00360762755540285,"Pot-57","Wet","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","64DLC2F",0.00348681269557443,"Pot-64","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","53WHH1F",0.00347330453756067,"Pot-53","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","37WHC2F",0.00341107629163316,"Pot-37","Wet","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","81DLH2F",0.00336859523668814,"Pot-81","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","90DLH1F",0.00331375838926174,"Pot-90","Dry","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","31WHC1F",0.00330351925929255,"Pot-31","Wet","High","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","6WLC2F",0.00326698529856616,"Pot-6","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"150ec7aec130f31413bf7fe1f09648dc","60WHH1F",0.00325123591502249,"Pot-60","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"f46c053357cb00dfa814680ac7fe3ba9","54WHH1F",0.00322702317589372,"Pot-54","Wet","High","Heterospecific",1,"Fungi","Fungi","Unclassified"
"84f6998f9b93aef37ee9f2ca8995f0cd","51WHH2F",0.00317477999331625,"Pot-51","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"f46c053357cb00dfa814680ac7fe3ba9","65DLC1F",0.00312507939734241,"Pot-65","Dry","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"c06dca33c44e80a63c82e75b5be8cd86","66DLC1F",0.00307485346401461,"Pot-66","Dry","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","9WLC1F",0.00305188199389624,"Pot-9","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","82DLH2F",0.00303292894280763,"Pot-82","Dry","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"150ec7aec130f31413bf7fe1f09648dc","59WHH1F",0.00302158273381295,"Pot-59","Wet","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
