ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
bde822c0b2735de137aaf34f9ecf3070,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,Cephaliophora_sp
04c9118863faacd045a52c630d86f7c2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cistella,Cistella_grevillei
46058c679b4321db316a68e56b9eb377,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya_sp
e3ac9f3a8e9420c5646705867fdd9409,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,
2a30e8728dfab126ba7a20e5bdfca1e3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Laburnicola,Laburnicola_nematophila
5531ff0740f2a66f234804d1e8344ecc,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Verruciconidia,
48312cd7faeaa5cea909f5edd3cc0642,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces_graminicola
150ec7aec130f31413bf7fe1f09648dc,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Hemimycena,Hemimycena_subimmaculata
1ea94fbd14b49c19f066dcde504e249a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,
d15d18d842e9048eb7c3b25d0c01ff45,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp
29accfdd05fabce0f414542cd24846a4,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiomycetes_ord_Incertae_sedis,Chytridiomycetes_fam_Incertae_sedis,Olpidiaster,Olpidiaster_brassicae
f9f6c496c6e4c8172335d6e8cf6e3a2a,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Microdochium_trichocladiopsis
4e0797345d4149d7bc31cdce9749b6ba,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp
567c8b56b0a2bd49920f7a0977057ed2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,
f15e28028fe7cf965e7f290f5aef5f0e,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Tetracladium,Tetracladium_sp
f3abf52d233baa58746965fd0402c9f9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Astrosphaeriellaceae,Pteridiospora,Pteridiospora_sp
5c8fa8a2695806a9a21fb156c4f763e6,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Slopeiomyces,Slopeiomyces_cylindrosporus
a1cb0ccfe74f6d2223f074713c860b2b,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Castanedomyces,Castanedomyces_australiensis
b9c60407645068e86dfa20788517ae7c,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
1518e9e2c7cae57cc9116b837b3e9189,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,
cb5909d3b052b49418699d3ef67f2829,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
0ae06152a4a3559d0571fe2a74af6c5c,Fungi,Ascomycota,,,,,
543b4268552d394a172d4077a77866fa,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea_sp
28cba26fe9ec48581384edf8a84b5657,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
93486aaa09b89ad75bae758c2bad7156,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
3917bd0718e9b613dfc1484fe56d60c5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Tetracladium,Tetracladium_sp
8a028ac5b709601cedaa63cc2fbd61f6,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp
60e7a7709e2d2fb0d8f1f55339330305,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp
8a93e1c00a5f231411d62b8c82d6ffaf,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia_australis
80da68e2c48536a6f261ec1ba7fcab0b,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_sp
31784079a9e3f8c80ba971c0374d2a57,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Pseudomassariosphaeria,Pseudomassariosphaeria_bromicola
bb3629dd0a057fc7f681fbd9b37c539b,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_livistonae
f0e7a828de05f103e1d9a98f56a3003b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neopyrenochaetaceae,Neopyrenochaeta,Neopyrenochaeta_acicola
ee71c73e5fbdc070fcc0552b11bc96d6,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
67843647ce735f988eca5a2e51f94f18,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,,
5bc8cc40acb097968bfdab22d8c2b14b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea_alpha
694d99ce5dfa2f477767dcc695f256a8,Fungi,,,,,,
5d467d7dc7b52d62bc39d7098d5b5d23,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp
cc7c53d8593c32757ae2ca15b00aeead,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Extremaceae,Extremus,Extremus_caricis
1f88d6a18f5c1e57993bae437d41b6b6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Calyptella,Calyptella_sp
9076c57396fac6a40176be8654e171f6,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
442da221701c863ba363e0bce2ac09e8,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_sp
82c4a82e870a5888b4aca8cc81da59f8,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Calyptella,Calyptella_sp
9054c044674b543a5572eb5031ec8073,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_olida
e955e3c0c4a2fdff5f5d3e440582fc96,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria_sp
80961bed4a38c83d1e5b14229eac080f,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,Delitschiaceae_gen_Incertae_sedis,Delitschiaceae_sp
35e6eb6d0b32c0510632d6cdc3b558f7,Fungi,Ascomycota,,,,,
172ba2bbd024b601190b462304496ca7,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesia,
e0acdd1e1fe86981ec25a23758c5e034,Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,Sclerococcum,Sclerococcum_sp
bed2cf695e0745a2d243987352d4c931,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pseudomassarinaceae,Pseudomassarina,Pseudomassarina_clematidis
7c59a5be2e518ccd827b41a2d5582a5d,Fungi,,,,,,
17c49a8c00d942245599751cf95aa656,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp
cc43d397d9d283877ce0412931052671,Fungi,Ascomycota,Sordariomycetes,Sordariales,Bombardiaceae,Ramophialophora,Ramophialophora_sp
170b5433ef73662707469378a7a80aa5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_macrospinosa
d818af2cec5e8c1dd2dac6568b0ed0a0,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,
603073fe2c222278c2ae324440a0225a,Fungi,Ascomycota,,,,,
a51f7ede57bcceca5dba8eb05aaa33ca,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
a7373c2f8232e31781266ce7653b781a,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Hemimycena,Hemimycena_subimmaculata
c11062005149aebcfc362fe52b95931a,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_schulzeri
95443b8cf3d248c438ab15b284953f2e,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_sp
933d61fa927fc349e6a5b098802c4029,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Pseudomassariosphaeria,Pseudomassariosphaeria_bromicola
74b057e1fc0e7fd1a45efa6f21774c38,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Petrakia,Petrakia_sp
00d0de59276249f2f484eb9ffb7ffdf4,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,
77e203c5a9527cd5ce1ea61f7030a9a4,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp
7935a2ffada1a3592b072c3c0a89f370,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Ophioceraceae,Ophioceraceae_gen_Incertae_sedis,Ophioceraceae_sp
7c7ec146b25b96f5df301cc83c40e54b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
e4fb85adbfa178844940462708845ff8,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
5900b064e3344e744df249f49619e9e5,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
9aef4a99bb6dee2029fe87faf2a29f6b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Calyptella,Calyptella_sp
ee68369cb38a3a0cf72304258cc86964,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,,
a3251050e6d0e3f1e9d71940eb42ed9b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_asiaticum
daf417f25433cd9a3ba03c059b6c50ed,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp
7521b7926ec0c8fb84fb4ab2e9b4bc36,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,
c495f1565f25368fea001ef041c3f5e7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_sp
04bd1df4d343052035ad57fb9076834c,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,Subulicystidium_sp
8acbcb67744ea054976bb3e8c4dc8593,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,Octospora_excipulata
3a71f3f5d62492c4956b235ed665909a,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria_sp
3a3bbd046ceeda0609d2b218d4c0bf8e,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_endoradicis
48b0a3e0ae380490b59cf57499072065,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,
f0dda0dc0db01c26c94bf07561f49bf9,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_victoriae
d419a71d7ceb26e3f0229615f140b13e,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp
29bd8f570e76e6cd33d9ce8ac59973a6,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_sclerotialis
3cbb28c433bf902f5895178d5f408448,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis
8ae5412c6c9c7c841c1b8eaba6adc32a,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_steppicola
a86f625956713e6642021f198178d505,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_sp
3ebad4f5401bb3c6b6971580714c0653,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola
233f04006d413801859dd16dea0d0101,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp
251d115942192161fb4ef2948c61fbca,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis
55882885a67c97612d07b797ba8f732d,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp
5dca8cb0150bb472aa8acf417116c9da,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesia,
bf15c418aef747c5c3cd5d83dd15757f,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_sp
6561c5ab4df5d87e60d1f133b9fa2ffa,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp
b9a01a9f66fb3bdb3a5a8c2ad6d707ef,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
e744a2c3eccd5918c2b59907d5616197,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,Arachniotus_hebridensis
ddc4d1f86166bf6f108a16549f3abee6,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum
d97927577054486f77a513070c060b06,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,
bb530de53ee70121f3b52d66e7d13b3a,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp
5d82f5502903b391032c26e62c29229d,Fungi,,,,,,
4375f11b7454291f6d6af6755e5e2d6f,Fungi,Ascomycota,,,,,
c279fc2bbeb868b5e86ace161cc6a995,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascales_fam_Incertae_sedis,Microascales_gen_Incertae_sedis,Microascales_sp
7c798d409e729c8700dda208448d074b,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp
8cdeb6bd30b78c458d2ccea25627efb2,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
df6d63563a4fc5aba2b23bb8aee26d75,Fungi,,,,,,
aaf8177452ac02643fe6dcea8ea0b50e,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria_sp
b329a1c657f420a0321bbf993cc85d90,Fungi,Basidiomycota,Agaricomycetes,,,,
24791019b7c30c273a530354d364c3f9,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,,
7e0b766d9af9089592cec50dac0c22cd,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cistella,Cistella_sp
b2c91493d55f5f469198bfdfe1769d27,Fungi,,,,,,
977a994e42e12fa068d8afd94ab95b75,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,
d3b28c6a4f733c6d6a589b68deb98aa3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,
432aecead33da94f257615f8dca56020,Fungi,Basidiomycota,,,,,
176943bbe52a23780ee2d9c4d8c286fa,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,Tremellodendropsidales_fam_Incertae_sedis,Tremellodendropsidales_gen_Incertae_sedis,Tremellodendropsidales_sp
3c14a8a1e28daa79d99e106ecb289442,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_sp
9da910fe87b7d2bafe616753a3ec50f0,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp
152bbbdc7636b4c63ab60e2a81b978cd,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Tetracladium,Tetracladium_sp
f5b295bef456d116d7f373585c1ce2db,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii
64a6aa76b036f6b41f4762ec544d0c12,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Myrotheciomycetaceae,Emericellopsis,Emericellopsis_glabra
1dc2d83736af83336a8a59bc5e364d19,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,,
b9b6c71602c58a57d8ef6b839e770730,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Pseudomurilentithecium,
7857491224d6bb35d89fca8d08a6ff4f,Fungi,Ascomycota,,,,,
1f9ff87257b6e1cde9d81d339eb845c6,Fungi,,,,,,
f1d5025e645498cdd9689c39088ba7ce,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
6992e4a3f1a37640b34e1b15d18d8dd5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_circinatum
9815323791c79fcc08cfdda32af84541,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,
2da96fa8e2b00d62868bea1c39567a5b,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_anatolicum
3f1b79a73a1b616cfb4740a4cd957e69,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
a65084819d6500206b4ae6c48d85896c,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiaceae_gen_Incertae_sedis,Sporormiaceae_sp
1d74a07d1fb7c5a0ded9f318acf73068,Fungi,Ascomycota,Eurotiomycetes,,,,
52249ba3f8451f09cae609d83cf678ca,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp
c53263afb3997ba6928ad5b667b3965f,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea_sp
cbf0dea86f3806fe30893fabbf752d9f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium_sp
617606271c5e816fe9b87424f2a378dd,Fungi,Ascomycota,,,,,
d2a116fbbccd28eebf905857abcedd2e,Fungi,Ascomycota,,,,,
897458c8a9232fe02aac9ed939711c37,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella_neoparvula
89162567a5d2b62d3273c4431a503e81,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,
879d8e13a34e0df07cba7cb97d591253,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,
9da82406b70fa33268e9a982cbd0130b,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,
da0c6c66535364430c9fafb61fac3152,Fungi,,,,,,
ff39fcdfc257ddf2dc0bdd3275ed26aa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomycetaceae_gen_Incertae_sedis,Radulomycetaceae_sp
237d9bcb27a447af05a32b1b1f0215b6,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,
bb1fbd15fe27212f6726f4ef76568bf4,Fungi,,,,,,
5974357b2174ce0cbfdf66541e89ba75,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp
7e4287a0160cbd7b5d96e4dea4218f42,Fungi,,,,,,
3260d403a8bb679cfc70d54f7edf72a7,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Tetracladium,Tetracladium_sp
53f059ab8f933ba29fdba510913c2cef,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_pachyderma
b7bb0e1c41917f68850a170add9afc6f,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp
cfe5d58a6d45f4b2cddd8efafa97b164,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_sp
09696193536e6ed5010bee5e95cb317f,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis
d179c3fe82d889192d7cf7c3f334a3e1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,Paramyrothecium_humicola
0107acbdf7a43c67ff5a135dfee12c1c,Fungi,,,,,,
0bc38a7aa150a2b1d51ace6bcf389985,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,Arachniotus_hebridensis
82dfb7e43dc038ea4d1943a457f316f4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,Endoradiciella,Endoradiciella_communis
5b4cb3fb34058068ae57e4d92045b505,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya_sp
0c65b939a49ba33ebb8441f5cc1027c9,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Tetracladium,
2004411eb1d39ff5bbc4da9c9966c98c,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,Dactylonectria_macrodidyma
08edd4f868427e7d8c6c698e93b2fbde,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,Delitschiaceae_gen_Incertae_sedis,Delitschiaceae_sp
0cc0db8fd5c6cc28cf465d7641c0079e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,
38651f76b0bfedb761a89f4725961b9d,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,
15223fbc6feadb89b974719a52b36ba9,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_asturiensis
3da2ed13c5e0126f407f5729c935607e,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp
7ed7fe01d1f8a9cb09af1525d4dbdceb,Fungi,Ascomycota,,,,,
a06627cf0e2419cb6d89f92269f891ac,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymellaceae_gen_Incertae_sedis,Didymellaceae_sp
ec850d9ba70c5a2e32535fd4db81b300,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola
a023149be4e722ae6a7489eb0cf48910,Fungi,,,,,,
3722f0f18653c4d36b8f7663346489ef,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,
6a12343bd1981e867d6a1c342eeafa2b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Pseudomassariosphaeria,Pseudomassariosphaeria_bromicola
67f1e71bbe0c9ae3da01e3301569a506,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica
7daf2e70e21fcf0aa485609130c4d6f9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,
82a7c3b875ba65c0c1f9830df31f5431,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Ophioceraceae,Ophioceraceae_gen_Incertae_sedis,Ophioceraceae_sp
7377387c20274b129ba75e081e090f49,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
5695812af347221c98099d051f99c582,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeriaceae_gen_Incertae_sedis,Teratosphaeriaceae_sp
41c30f61aca417d3229aec390de0405c,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,
ad84742de6ed553e5e91cffb6cb73089,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
fac066547051b114c95ecec92ece9fb4,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_lapis
dd1dd081c766a53f8fc8c7e174594a12,Fungi,,,,,,
512d08e1f74245c3f6d0b924c3390021,Fungi,Basidiomycota,Agaricomycetes,,,,
0e12dce005a25bf3f725a46160051ee2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_sp
533cc3227ad42167794f738a70c9324a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Testudinaceae,Testudinaceae_gen_Incertae_sedis,Testudinaceae_sp
e7fa186ad0fde41fcfebbd36508ceb3f,Fungi,,,,,,
85dc0fc3b3a7a0103f5ad1896eebd0cf,Fungi,,,,,,
a5f199a2d7fea618cf70d26175854700,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_opportunistica
ebd01d05343cb2817410bfa1f08836da,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Smardaea,Smardaea_planchonis
b1d29088bc0bed1c82b681f81016e642,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_conopilea
4f5c9961df1cb021d329fd4f22f581fe,Fungi,,,,,,
6375e9a87cd3ddc4684702de2a2d320f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum
7d96cbdc0b67cf8940231f435b4567f4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta_sp
3a1f4324efad3223aab5f745b33cb8de,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_sp
5ed017c6082070a3e21ad25e9246c711,Fungi,,,,,,
86a2d52a5659a60323cd78e1ca415a83,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_sp
96affe6245574905eddbcb0720bc1437,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,
53cd743a1d07f511e3f22aa9728e3e31,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp
350aa3a0a55b5de2cbb6b444e9b311c8,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,Fusidium_sp
7f82625af8c2b65c4a1bb7b20368750d,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea_sp
8505b59f415c21f6b75b1a2eaa71d9fc,Fungi,Ascomycota,,,,,
